Contrast,Dissimilarity,Energy,ASM,Correlation,Deepfake
[52.6856756],[3.8583348],[0.03805883],[0.00145967],[0.98573296],0
[65.62614688],[4.3220772],[0.03279473],[0.00108621],[0.98230434],0
[61.54629835],[4.11754545],[0.03385047],[0.00115853],[0.98398742],0
[145.79488882],[6.80425035],[0.01911721],[0.00036878],[0.96046061],0
[110.29885779],[6.13675266],[0.01963913],[0.00038897],[0.97448895],0
[62.12754067],[4.21411828],[0.03300479],[0.00110131],[0.98184854],0
[124.34183829],[5.48666428],[0.03416522],[0.0011752],[0.96595028],0
[87.52899232],[4.92036665],[0.0258566],[0.00067509],[0.99079367],0
[108.22164027],[5.34706652],[0.02606245],[0.00068447],[0.98862666],0
[107.64085447],[5.17201147],[0.02566239],[0.000663],[0.98531439],0
[176.23268138],[6.38269795],[0.02651745],[0.00070693],[0.97994601],0
[121.63412661],[5.32266947],[0.03015898],[0.00091383],[0.98377493],0
[127.57328427],[5.54954088],[0.02729395],[0.00074976],[0.98667471],0
[105.71210388],[5.22298587],[0.02707607],[0.00073773],[0.98926935],0
[124.23040651],[5.43192217],[0.02666525],[0.00071571],[0.98743457],0
[175.65930363],[6.3876123],[0.02912827],[0.00085271],[0.98057242],0
[130.65015219],[5.44856969],[0.03220113],[0.00104216],[0.98252707],0
[115.76575832],[5.35545604],[0.02597258],[0.00067936],[0.98792339],0
[118.47905195],[5.20935795],[0.02901305],[0.00084738],[0.98483342],0
[171.90726295],[6.26422624],[0.02757012],[0.0007636],[0.98008639],0
[118.32709558],[5.37183545],[0.02808799],[0.00079474],[0.98851412],0
[91.78823942],[5.09724635],[0.02502069],[0.0006306],[0.99002071],0
[88.3314833],[4.89393244],[0.03308248],[0.00109952],[0.98843031],0
[175.02592562],[6.1023461],[0.03323836],[0.00111041],[0.98117146],0
[123.43002426],[5.32506386],[0.04053759],[0.00164971],[0.98845291],0
[128.30692931],[5.196045],[0.03671411],[0.00135434],[0.9840313],0
[123.8116785],[5.40961036],[0.03026241],[0.00092089],[0.98792209],0
[115.43846258],[5.25005243],[0.02986943],[0.00089689],[0.98529308],0
[195.81968499],[6.57375326],[0.02637879],[0.00069899],[0.97860806],0
[93.93549989],[4.84128005],[0.03932425],[0.00155361],[0.98809276],0
[115.50454018],[5.37802021],[0.03593444],[0.00129716],[0.98518859],0
[114.38879406],[5.40813229],[0.02777077],[0.00077611],[0.98845347],0
[85.39841764],[4.50177742],[0.04545391],[0.00208027],[0.96341729],0
[71.73042709],[4.29277355],[0.04057165],[0.00165716],[0.96310886],0
[71.76775444],[4.31210971],[0.03730908],[0.00140397],[0.9681246],0
[98.58020406],[5.36421137],[0.03391788],[0.00115967],[0.95392059],0
[78.85078217],[4.70008045],[0.03548447],[0.00127014],[0.96554641],0
[94.40289473],[5.18766856],[0.03656097],[0.00134753],[0.96129403],0
[81.53763129],[4.65821039],[0.03498039],[0.00123508],[0.96323161],0
[79.82799398],[4.87769386],[0.03404651],[0.00116983],[0.96682911],0
[94.69484556],[4.91081355],[0.03945448],[0.00157229],[0.96319332],0
[64.87630709],[4.31323238],[0.03635899],[0.00133376],[0.97188922],0
[103.63738828],[5.55314852],[0.0330909],[0.00110492],[0.9693125],0
[69.26338839],[4.72947481],[0.03850375],[0.00149204],[0.97937213],0
[66.40439278],[4.67312602],[0.0399618],[0.00160386],[0.9804657],0
[69.87809226],[4.84120678],[0.03074858],[0.00095279],[0.97869739],0
[61.93312693],[4.53187666],[0.03064727],[0.00094714],[0.98036893],0
[70.49532153],[4.75039489],[0.03050163],[0.00093804],[0.97893377],0
[58.6299416],[4.38769501],[0.03164566],[0.00100881],[0.98501653],0
[55.46274083],[4.19216502],[0.03353795],[0.00113268],[0.98357222],0
[59.23991348],[4.29924711],[0.0374773],[0.0014158],[0.98101372],0
[66.99474961],[4.66627392],[0.03401585],[0.00116527],[0.98025795],0
[62.6560755],[4.5601153],[0.03034415],[0.00092787],[0.98191273],0
[55.20696102],[4.32397584],[0.03007665],[0.0009117],[0.98347951],0
[101.88660117],[5.30478086],[0.0259411],[0.00067865],[0.97030414],0
[125.29096246],[5.9492868],[0.02349427],[0.00055675],[0.97051073],0
[111.84469647],[5.8230313],[0.0237933],[0.00057158],[0.97105253],0
[120.16254725],[6.08563731],[0.02260484],[0.00051621],[0.96995671],0
[113.80381889],[5.97410296],[0.02414103],[0.00058678],[0.97040433],0
[126.99502667],[6.25250204],[0.02300667],[0.00053402],[0.97222062],0
[98.49380447],[5.47713443],[0.0265065],[0.00070817],[0.97261197],0
[105.54253184],[5.57443357],[0.02598303],[0.00068084],[0.97400685],0
[109.51862837],[5.64368165],[0.0263887],[0.00070279],[0.97258745],0
[77.75291522],[3.47870611],[0.08624755],[0.00745524],[0.97410195],0
[87.36550877],[3.62835007],[0.0824242],[0.00680746],[0.97032062],0
[24.43669775],[2.34229917],[0.04545889],[0.0020806],[0.99703205],0
[93.73352468],[3.73463511],[0.08708332],[0.00759416],[0.967667],0
[48.61962113],[2.97755002],[0.06634143],[0.00441549],[0.97266427],0
[97.64486595],[3.79259166],[0.08645435],[0.00748649],[0.96524623],0
[91.7436215],[3.73514588],[0.08820575],[0.0077934],[0.9677196],0
[74.48838285],[3.56409372],[0.08951595],[0.00802582],[0.97326782],0
[89.88586516],[3.68980624],[0.08892805],[0.00791827],[0.96851673],0
[74.44783901],[3.59011791],[0.09386666],[0.00882338],[0.97395829],0
[73.13238056],[3.5072723],[0.09078415],[0.00825557],[0.97454814],0
[99.40566814],[3.84857329],[0.08032787],[0.00646703],[0.96610128],0
[59.98441012],[3.06870752],[0.11372091],[0.01295192],[0.97791965],0
[43.84939019],[3.51479805],[0.03770113],[0.00142868],[0.98643591],0
[69.20170832],[3.33873998],[0.0754787],[0.00571194],[0.97648349],0
[87.28594554],[3.88828232],[0.04562523],[0.00209305],[0.97337134],0
[73.66662412],[3.49454544],[0.06972903],[0.00487723],[0.97543951],0
[67.17109043],[3.41368432],[0.08107671],[0.00659007],[0.97791914],0
[51.8526831],[2.92615664],[0.15099122],[0.02280815],[0.980832],0
[64.42516488],[3.32035924],[0.09519002],[0.00907326],[0.9770367],0
[49.7338021],[2.98728549],[0.07813175],[0.00611911],[0.97368988],0
[49.2061136],[3.84505588],[0.04136214],[0.00173153],[0.96252655],0
[39.53341431],[3.60030712],[0.04149347],[0.00174052],[0.96859992],0
[52.1509083],[3.9962502],[0.0377992],[0.00144659],[0.96332909],0
[33.25539934],[3.30847653],[0.0385927],[0.00149723],[0.99158731],0
[43.98993031],[3.59358265],[0.04013188],[0.0016252],[0.96631546],0
[34.89572548],[3.2558578],[0.04421871],[0.00197735],[0.97612037],0
[34.70259291],[3.08523661],[0.04887612],[0.00241107],[0.9788328],0
[60.95349385],[3.85165574],[0.04138545],[0.00172801],[0.94537585],0
[53.18267695],[3.75581723],[0.04108515],[0.00170095],[0.95532408],0
[36.28312732],[3.4747978],[0.04242476],[0.00181639],[0.96933623],0
[42.21662553],[3.62373336],[0.04553672],[0.00208661],[0.96768555],0
[57.25293144],[4.15090733],[0.0459842],[0.00212852],[0.96158864],0
[41.22432638],[3.49793389],[0.04758344],[0.00227983],[0.97312155],0
[55.44502878],[3.91832561],[0.0399132],[0.00160906],[0.95845009],0
[46.04036232],[3.4470393],[0.04606322],[0.00213444],[0.95988027],0
[47.6000665],[3.56135203],[0.04612989],[0.00214285],[0.97660832],0
[43.46661475],[3.76110686],[0.04005087],[0.00162003],[0.96993593],0
[38.13608906],[3.24741876],[0.04803062],[0.00232118],[0.96562539],0
[50.03791017],[3.84221719],[0.04057389],[0.00166139],[0.96456744],0
[34.73894678],[2.92045796],[0.0498618],[0.00250561],[0.97061211],0
[52.6976392],[3.39125808],[0.04187922],[0.00176667],[0.9663388],0
[43.31867252],[3.09190513],[0.04470955],[0.00201332],[0.97055508],0
[25.5467395],[2.66580855],[0.05133456],[0.00264965],[0.97723208],0
[23.1418518],[2.48993866],[0.05421182],[0.00295517],[0.97987007],0
[116.00092467],[6.08526058],[0.02013761],[0.00040866],[0.96606763],0
[22.10460147],[2.43272405],[0.05764172],[0.00333978],[0.97503972],0
[23.6154125],[2.57702353],[0.0555186],[0.00310069],[0.97456643],0
[29.55842095],[2.65775605],[0.05111991],[0.00262928],[0.9717576],0
[42.56329837],[3.11054174],[0.04671918],[0.00219594],[0.96605161],0
[32.45721241],[2.80725082],[0.04969351],[0.0024815],[0.97211284],0
[21.16742358],[2.50761342],[0.05097149],[0.00261773],[0.97853588],0
[21.55874609],[2.47109268],[0.05227115],[0.00275315],[0.97799756],0
[29.98336968],[2.74169247],[0.05045147],[0.00255894],[0.9742954],0
[28.83644961],[2.64769653],[0.05338014],[0.00286384],[0.97527629],0
[31.25729628],[2.70795968],[0.04249413],[0.00181746],[0.97960162],0
[67.8741871],[4.6721764],[0.02903578],[0.00085067],[0.97524484],0
[56.02290735],[3.36703662],[0.04521948],[0.0020596],[0.95735027],0
[33.57714244],[3.36421053],[0.03499859],[0.00123365],[0.98168119],0
[31.99219343],[3.29231254],[0.04181433],[0.00176056],[0.98083583],0
[39.73959161],[3.66037289],[0.03483881],[0.00122258],[0.98226985],0
[36.86229869],[3.53572709],[0.03661385],[0.00135016],[0.98122232],0
[37.50289294],[3.52583783],[0.03659793],[0.00134913],[0.98332408],0
[31.59034786],[3.29492042],[0.03447676],[0.00119792],[0.98707568],0
[40.73547744],[3.70657497],[0.03425168],[0.00118202],[0.98092549],0
[44.93903668],[3.81810229],[0.03521176],[0.00124863],[0.98196482],0
[35.8523421],[3.47938956],[0.03388433],[0.00115818],[0.98061056],0
[48.71997632],[4.32340875],[0.02962093],[0.00088373],[0.9785294],0
[38.46509708],[3.5630442],[0.03447773],[0.00119963],[0.98543004],0
[30.94689266],[3.31586266],[0.04150352],[0.00173734],[0.9785728],0
[38.72094216],[3.65532521],[0.03312818],[0.0011061],[0.98383046],0
[39.48170524],[3.62314593],[0.03258342],[0.00107039],[0.98142796],0
[40.64167028],[3.51409631],[0.04062469],[0.00166356],[0.98776451],0
[69.25271735],[4.28695619],[0.03539861],[0.00126514],[0.98780074],0
[67.28969304],[4.28398079],[0.03441243],[0.00119533],[0.98783851],0
[52.67115062],[4.03508287],[0.0350559],[0.00124106],[0.9847917],0
[44.26339978],[3.86728849],[0.03721285],[0.00139774],[0.98766767],0
[55.58975935],[4.08238206],[0.03691559],[0.00137616],[0.9817989],0
[60.69823304],[4.73820375],[0.02936145],[0.00086778],[0.97757943],0
[57.64037494],[4.0950807],[0.03600982],[0.00131232],[0.982759],0
[46.53160335],[3.66156724],[0.03701898],[0.00138468],[0.98884264],0
[53.51182374],[3.97997287],[0.03497688],[0.00123566],[0.98568879],0
[63.56583711],[4.24486222],[0.03523539],[0.00125405],[0.98338231],0
[58.10929362],[4.20214172],[0.03484533],[0.00122844],[0.98215837],0
[56.42872044],[4.03731584],[0.03536171],[0.00126259],[0.98405133],0
[50.53252948],[3.88415882],[0.03485046],[0.00122471],[0.98492385],0
[42.56238775],[3.54248401],[0.03699177],[0.00138015],[0.98855901],0
[48.74257645],[3.86871062],[0.03582393],[0.00129504],[0.98683695],0
[59.77360243],[3.9517254],[0.03697814],[0.00138118],[0.98977207],0
[51.28952859],[4.61444896],[0.02515321],[0.00063769],[0.98072509],0
[44.54934919],[3.57998912],[0.04038452],[0.00164425],[0.98698633],0
[53.91510064],[4.19451049],[0.03114093],[0.00097915],[0.98726072],0
[69.06101175],[4.9615667],[0.02507325],[0.0006344],[0.9859756],0
[53.48878282],[4.42779286],[0.02872594],[0.00083294],[0.9866473],0
[74.20128243],[5.00265341],[0.02760925],[0.00076888],[0.9861589],0
[61.10718441],[4.5337179],[0.03162917],[0.00100901],[0.98409402],0
[54.89187312],[4.36118063],[0.03229096],[0.00105132],[0.98494095],0
[67.6454219],[4.74412537],[0.02994778],[0.00090497],[0.98320776],0
[60.27161019],[4.48506548],[0.03081003],[0.00095709],[0.98500943],0
[75.73464649],[5.02580828],[0.02511189],[0.00063671],[0.98503328],0
[58.64256771],[4.74050829],[0.02604893],[0.00068427],[0.97752847],0
[66.82546408],[4.72368434],[0.03120339],[0.00098159],[0.98227905],0
[61.92024265],[4.40555274],[0.0407239],[0.00166517],[0.98507053],0
[52.50060765],[4.22021717],[0.03120327],[0.00097999],[0.98759933],0
[56.08867156],[4.29964781],[0.03127384],[0.00098454],[0.98601225],0
[58.31270973],[4.43889113],[0.03299087],[0.00109437],[0.98448156],0
[64.8678425],[4.57071901],[0.0333246],[0.00111695],[0.98236046],0
[71.83795941],[4.99947239],[0.02513716],[0.00063664],[0.98460476],0
[62.2040854],[4.52931455],[0.03315382],[0.00110616],[0.98324971],0
[50.67081894],[4.16493135],[0.03564857],[0.00128048],[0.98590898],0
[53.57889782],[4.21090892],[0.03492329],[0.0012274],[0.98675839],0
[46.75203329],[4.18435361],[0.0305187],[0.0009388],[0.98288517],0
[60.47094301],[4.54265415],[0.03235108],[0.00105271],[0.98333087],0
[86.07513095],[5.31494598],[0.02573581],[0.00066856],[0.98265611],0
[63.4982623],[4.6956024],[0.0292191],[0.00086082],[0.984237],0
[58.0251],[4.43251807],[0.03137364],[0.00099267],[0.98488087],0
[70.25008004],[4.80235801],[0.02771867],[0.00077483],[0.98607889],0
[78.98501329],[5.05162854],[0.02767611],[0.0007732],[0.98584097],0
[53.27190409],[4.2976276],[0.03046942],[0.00093593],[0.98698912],0
[75.47043357],[4.89936326],[0.02736491],[0.00075477],[0.9845492],0
[70.67592753],[4.64803959],[0.03406286],[0.00116909],[0.98185624],0
[75.63994385],[4.95761068],[0.02682434],[0.00072587],[0.98564997],0
[52.87704843],[4.49115869],[0.02652191],[0.00070894],[0.97956659],0
[72.07201581],[4.86628922],[0.02744997],[0.00075917],[0.9859371],0
[62.46377292],[4.49756298],[0.03206675],[0.00103656],[0.98523345],0
[48.48940561],[4.10133739],[0.03215142],[0.00104165],[0.98846639],0
[56.77124909],[4.30184349],[0.03073415],[0.0009546],[0.98571838],0
[61.0213674],[4.44408545],[0.03084727],[0.00095971],[0.9849062],0
[71.83505061],[4.91172442],[0.02559634],[0.00066141],[0.98448277],0
[81.37393171],[5.09595972],[0.02639672],[0.0007032],[0.98452684],0
[62.48860954],[4.62572402],[0.02714209],[0.00074374],[0.98724844],0
[79.58647564],[5.09883304],[0.02489237],[0.00062481],[0.98433032],0
[67.54045375],[4.64926566],[0.03032756],[0.0009287],[0.98205321],0
[53.17425377],[4.5831705],[0.02794928],[0.00078682],[0.9800535],0
[70.50924976],[4.67244378],[0.02780368],[0.00077962],[0.98559276],0
[59.92766523],[4.49489855],[0.03094196],[0.00096644],[0.98457936],0
[47.32772273],[4.09756495],[0.03087884],[0.0009619],[0.98744162],0
[64.23730584],[4.56393412],[0.0315263],[0.0010026],[0.98272772],0
[74.06936736],[4.92624565],[0.02703343],[0.00073686],[0.98635149],0
[61.45014621],[4.48375367],[0.03035519],[0.00092885],[0.98336789],0
[73.71643493],[5.05092463],[0.02581148],[0.00067139],[0.9849181],0
[75.57383537],[4.97351989],[0.02776008],[0.00077707],[0.98586534],0
[77.55795389],[5.00159311],[0.02644153],[0.00070624],[0.98549076],0
[59.42465483],[4.52406913],[0.03033874],[0.00092852],[0.98622453],0
[48.17768957],[4.28477129],[0.03076943],[0.00095272],[0.98071426],0
[109.09632506],[5.11417577],[0.02857393],[0.00082292],[0.9806885],0
[102.1452807],[5.01459752],[0.02787953],[0.00078375],[0.98174251],0
[89.84180923],[4.99494978],[0.02939194],[0.00087149],[0.98376368],0
[101.921348],[5.49491575],[0.02759519],[0.00076718],[0.98177957],0
[95.92808046],[5.21135612],[0.02919028],[0.00085828],[0.98111379],0
[93.57710539],[5.12228314],[0.0268592],[0.0007271],[0.98146829],0
[107.04217256],[5.50621854],[0.02430099],[0.0005961],[0.98458712],0
[85.41676798],[5.05806772],[0.02632481],[0.00069824],[0.98543021],0
[89.22912194],[4.95577793],[0.02796424],[0.00078746],[0.98529457],0
[83.99967716],[5.31002169],[0.02768409],[0.0007746],[0.98339307],0
[38.60014849],[3.95242278],[0.02764686],[0.00077056],[0.98474776],0
[133.73116722],[4.99758393],[0.04128418],[0.0017147],[0.98008494],0
[159.24806673],[6.10149384],[0.02999213],[0.00090683],[0.98250262],0
[142.01590485],[5.39578881],[0.0344503],[0.00119854],[0.98084015],0
[178.90746433],[5.94535416],[0.0341065],[0.001171],[0.97962884],0
[186.43581631],[5.99977646],[0.03435402],[0.00118726],[0.97965166],0
[167.64992308],[5.81802068],[0.0369596],[0.0013758],[0.97247249],0
[205.3571499],[6.66608223],[0.03223763],[0.0010471],[0.9782104],0
[165.18712691],[6.14606636],[0.03461009],[0.00120406],[0.98235485],0
[190.13137209],[6.22531196],[0.03427556],[0.00118303],[0.97903518],0
[210.66812956],[6.47886062],[0.03497696],[0.00123136],[0.97661079],0
[178.95760742],[6.1688554],[0.03198036],[0.00102993],[0.98004371],0
[64.02144696],[4.68758089],[0.02848525],[0.00081962],[0.9776978],0
[185.17731612],[6.09405964],[0.0344446],[0.00119362],[0.97924207],0
[206.62792999],[6.51323848],[0.03105811],[0.00097083],[0.978111],0
[172.07735823],[6.1284783],[0.03463663],[0.00120917],[0.98121777],0
[176.49302595],[6.08117754],[0.03240289],[0.00105701],[0.98096393],0
[203.80645051],[6.56500459],[0.03108054],[0.00097299],[0.97842861],0
[212.49828567],[6.48436495],[0.03723154],[0.00139893],[0.97661529],0
[43.48116698],[3.96734918],[0.03185541],[0.00102425],[0.98532366],0
[56.94925145],[4.44097225],[0.02961378],[0.00088505],[0.98268663],0
[43.35170067],[3.99664897],[0.03063655],[0.00094684],[0.9868846],0
[69.10187468],[4.80988921],[0.0293727],[0.00086933],[0.98124011],0
[50.01606578],[4.33058757],[0.02883078],[0.00083732],[0.98241218],0
[43.22449337],[3.78238187],[0.03621507],[0.00132176],[0.98586978],0
[50.47134892],[4.23830377],[0.03230212],[0.00105148],[0.9851094],0
[54.23958834],[4.30389918],[0.03049296],[0.00093864],[0.9826675],0
[50.6123389],[4.17763253],[0.03113271],[0.00097594],[0.98613283],0
[42.73204624],[3.89127661],[0.03059168],[0.00094331],[0.9884407],0
[49.86942108],[4.13017665],[0.02947625],[0.00087583],[0.98647624],0
[50.2173728],[4.1734135],[0.03167962],[0.0010147],[0.98641011],0
[45.4670789],[3.96157688],[0.03207398],[0.00103648],[0.98665289],0
[58.30346627],[4.47286441],[0.0307456],[0.00095337],[0.98374478],0
[61.99657837],[4.57142075],[0.03083027],[0.00095865],[0.98284189],0
[47.4281335],[4.31046162],[0.02855582],[0.00082105],[0.98328361],0
[51.25921586],[4.2981718],[0.02975369],[0.00089324],[0.98513195],0
[53.34986016],[4.283358],[0.03139795],[0.00099397],[0.98435678],0
[46.66075579],[4.06783334],[0.02984922],[0.00089872],[0.98540994],0
[48.66355742],[4.1649701],[0.0286813],[0.00083007],[0.98644915],0
[93.01256883],[4.9028877],[0.09759917],[0.00954575],[0.98902244],0
[102.75449138],[5.09233417],[0.09135135],[0.00836732],[0.98797718],0
[84.87024476],[5.01262659],[0.05283786],[0.0028081],[0.98710147],0
[92.09556423],[5.36713495],[0.04384816],[0.00193242],[0.98423339],0
[85.58751414],[5.01792893],[0.0558008],[0.00313347],[0.98693026],0
[88.91125748],[5.21001815],[0.04423021],[0.00196621],[0.98472852],0
[72.46120245],[4.97854045],[0.02745088],[0.00076032],[0.9742386],0
[85.66711019],[5.10771141],[0.04199926],[0.00177472],[0.98545698],0
[84.68504494],[5.14767437],[0.04152647],[0.00173492],[0.98580176],0
[100.5602525],[5.11585377],[0.08926632],[0.00798677],[0.98764648],0
[99.54612228],[5.10272403],[0.08936651],[0.00800369],[0.98774979],0
[89.46390818],[5.21689411],[0.04323194],[0.00187909],[0.98554744],0
[98.96769479],[5.04813365],[0.08200938],[0.00675049],[0.98818771],0
[77.76601819],[4.89362825],[0.04511866],[0.00204621],[0.98740961],0
[81.26435824],[4.94064445],[0.04401392],[0.00194791],[0.98726574],0
[75.3799875],[4.79028688],[0.04617654],[0.00214254],[0.98821215],0
[84.62687647],[4.73591459],[0.0931427],[0.00869568],[0.98989223],0
[53.98907502],[4.41767679],[0.02992353],[0.00090173],[0.97987602],0
[104.49452243],[5.80185003],[0.02795701],[0.00078787],[0.96702729],0
[65.60640178],[4.61468509],[0.03093476],[0.00096656],[0.97375814],0
[68.68614786],[4.74753138],[0.03075501],[0.00095569],[0.96952706],0
[66.387362],[4.8172309],[0.02784694],[0.00078299],[0.97364703],0
[68.5995389],[4.71574094],[0.03346596],[0.00113057],[0.96194847],0
[62.83454456],[4.77885585],[0.03134276],[0.0009912],[0.97440709],0
[68.66934922],[4.92105447],[0.02824928],[0.00080495],[0.97547324],0
[51.58585419],[4.42431165],[0.02943419],[0.00087315],[0.97924793],0
[82.36170449],[5.11101522],[0.0313731],[0.00099465],[0.95466428],0
[72.25052894],[4.74057065],[0.03554575],[0.00127504],[0.96271361],0
[55.10946957],[4.43758561],[0.02804211],[0.0007925],[0.97888559],0
[93.01638717],[5.49594141],[0.02815056],[0.00079787],[0.97301124],0
[62.1162822],[4.59730266],[0.03326362],[0.00111385],[0.97035804],0
[77.99687941],[5.11112287],[0.0299732],[0.00090636],[0.96184487],0
[70.24520637],[4.73292768],[0.0326561],[0.00107427],[0.97346877],0
[77.80676559],[4.88690972],[0.03049917],[0.00093754],[0.9693882],0
[75.27891531],[4.98690368],[0.03081141],[0.00095667],[0.9708003],0
[76.08593811],[5.082446],[0.0281631],[0.00080024],[0.97145167],0
[76.4881053],[4.96023213],[0.02897608],[0.00084651],[0.97276267],0
[80.35219727],[5.20053092],[0.02921766],[0.0008627],[0.96230255],0
[80.7242025],[5.08690201],[0.02950802],[0.00087946],[0.96766142],0
[53.87462243],[4.45073848],[0.03031301],[0.0009255],[0.97839687],0
[55.78037267],[4.34176612],[0.03534175],[0.00125543],[0.97287414],0
[64.48931999],[4.67642886],[0.02892497],[0.00084441],[0.96862074],0
[105.37634233],[5.98098449],[0.02334335],[0.0005496],[0.97451167],0
[94.76811421],[5.6114428],[0.02531368],[0.00064623],[0.97010999],0
[89.00927459],[5.51397546],[0.02345303],[0.00055485],[0.97201041],0
[69.82346627],[4.74386925],[0.02808808],[0.00079584],[0.97210902],0
[110.59906191],[5.83162752],[0.02764216],[0.00077034],[0.9616563],0
[101.30777092],[5.819022],[0.02429605],[0.00059505],[0.97464622],0
[106.02062182],[5.84018184],[0.02808415],[0.00079355],[0.97221899],0
[103.89159121],[5.80158326],[0.0272055],[0.00074482],[0.97313458],0
[62.29913122],[4.61185161],[0.03041392],[0.00093176],[0.97295629],0
[59.89507278],[4.46013005],[0.02924774],[0.00086152],[0.97602537],0
[77.92396872],[5.16473167],[0.02480607],[0.00061938],[0.9790049],0
[98.30914122],[5.74217018],[0.02584936],[0.00067336],[0.9693322],0
[59.14927971],[4.34106934],[0.02833942],[0.00080961],[0.97363195],0
[89.4692374],[5.37736436],[0.02485762],[0.00062261],[0.96858284],0
[89.28387011],[5.41948473],[0.02525731],[0.00064227],[0.96829665],0
[63.1050718],[4.56642005],[0.02887272],[0.00084086],[0.97333339],0
[63.50987231],[4.67345164],[0.02893968],[0.00084475],[0.97180762],0
[99.52207531],[5.72707679],[0.02337527],[0.00055094],[0.97241217],0
[95.28340717],[5.60402555],[0.02590031],[0.00067556],[0.97386766],0
[53.28227228],[4.46790016],[0.02895125],[0.000845],[0.97953202],0
[91.64913948],[5.52147856],[0.02345009],[0.00055377],[0.97706635],0
[91.7399808],[5.61750174],[0.02336849],[0.00055005],[0.97905414],0
[100.64313601],[5.767671],[0.0274778],[0.00075963],[0.97927166],0
[106.9406367],[5.90063136],[0.02342925],[0.00055343],[0.97205762],0
[99.84847472],[5.74243974],[0.02399031],[0.00058019],[0.97178928],0
[95.28920321],[5.59004501],[0.0230871],[0.00053777],[0.97499842],0
[96.01538753],[5.65904376],[0.02368704],[0.00056597],[0.97043227],0
[43.33010888],[3.59227786],[0.04087787],[0.00168492],[0.98614511],0
[57.31115973],[4.20650546],[0.03005247],[0.00091055],[0.98292571],0
[45.4586751],[3.8726773],[0.04039566],[0.00164419],[0.98338035],0
[45.74758115],[4.22429526],[0.02824918],[0.00080411],[0.98354398],0
[143.42198943],[4.88723691],[0.04410541],[0.0019573],[0.97981607],0
[55.35473771],[4.17193906],[0.03943095],[0.00156743],[0.98190038],0
[65.74368531],[4.55956408],[0.02947564],[0.00087745],[0.98010115],0
[65.13629662],[4.51945908],[0.02970085],[0.00089036],[0.98068766],0
[45.61092185],[3.73651279],[0.03760488],[0.00142577],[0.98703783],0
[48.69850551],[3.75010995],[0.03833817],[0.00148048],[0.98630699],0
[47.34327119],[3.84744506],[0.04247668],[0.00181624],[0.98272393],0
[51.08332744],[3.83957831],[0.05295486],[0.00281574],[0.98394595],0
[43.61524673],[3.51660962],[0.04432784],[0.00197847],[0.9877707],0
[48.03594615],[3.76636888],[0.04475174],[0.00201824],[0.98426197],0
[41.02132623],[3.37886956],[0.04588616],[0.00212082],[0.98773989],0
[53.3544403],[4.38510251],[0.03346305],[0.00113469],[0.98187006],0
[40.15095892],[3.49840253],[0.04551798],[0.00208606],[0.98640978],0
[62.57808419],[4.50230333],[0.03023599],[0.00092406],[0.98034297],0
[44.47873977],[3.73221565],[0.04056568],[0.00165791],[0.98590838],0
[49.26321947],[3.96112217],[0.04051226],[0.0016548],[0.9822974],0
[42.19948358],[3.54091052],[0.04627611],[0.00215675],[0.98381178],0
[39.9646856],[3.54489802],[0.04177034],[0.00175659],[0.98733596],0
[43.63042537],[3.85548582],[0.03602113],[0.00130649],[0.98537167],0
[32.43243258],[3.11981076],[0.04752153],[0.00227269],[0.98673297],0
[53.56615728],[3.95261301],[0.04412954],[0.00196245],[0.97873752],0
[54.0225035],[4.27234463],[0.03146939],[0.00099968],[0.98265697],0
[44.53261122],[4.18010758],[0.03053494],[0.0009406],[0.9840376],0
[49.03805003],[3.94362481],[0.0405099],[0.00165156],[0.98228929],0
[63.60814868],[4.39514362],[0.02981273],[0.00089554],[0.98235942],0
[40.82624647],[3.54918002],[0.04035349],[0.00164034],[0.98789537],0
[46.00648991],[3.75121385],[0.03781305],[0.00143981],[0.98674612],0
[54.04593083],[4.14894622],[0.03064686],[0.00094624],[0.98461413],0
[49.24219731],[3.87407109],[0.04315681],[0.00187776],[0.98054688],0
[56.6116104],[4.29582657],[0.03164194],[0.00100999],[0.98305332],0
[54.16867727],[3.97838945],[0.03970673],[0.00159111],[0.98093963],0
[43.27263307],[3.4610856],[0.04330862],[0.00189176],[0.98367587],0
[45.14179816],[3.63772746],[0.04251341],[0.00182057],[0.98358918],0
[48.11835618],[4.23182391],[0.03619506],[0.00131772],[0.98184849],0
[38.275158],[3.67164516],[0.03189601],[0.00102594],[0.98047907],0
[23.10087529],[3.01534418],[0.03080706],[0.00095647],[0.98790661],0
[28.02406343],[3.54036777],[0.02775672],[0.00077861],[0.98648578],0
[37.78034034],[3.66889657],[0.03102726],[0.00097139],[0.97831516],0
[28.09763845],[3.42275572],[0.03013835],[0.00091679],[0.98459284],0
[31.10340906],[3.48990064],[0.02658229],[0.00071436],[0.98810014],0
[30.35746317],[3.54495324],[0.02779891],[0.00077964],[0.9859412],0
[31.31128555],[3.53971992],[0.02793738],[0.00078839],[0.98747227],0
[35.6350726],[3.60325612],[0.02800078],[0.00079116],[0.98440284],0
[29.7833224],[3.43713793],[0.02735259],[0.0007549],[0.98691281],0
[49.77770425],[4.35681931],[0.03085278],[0.00095861],[0.98266998],0
[28.8617396],[3.28183428],[0.030652],[0.00094942],[0.98446156],0
[32.19246752],[3.42808857],[0.03044465],[0.00093651],[0.98414038],0
[60.78468967],[4.47061715],[0.03059805],[0.00094551],[0.98882052],0
