Contrast,Dissimilarity,Energy,ASM,Correlation
[81.29118419],[5.39904648],[0.02701886],[0.00073468],[0.98670522]
[64.632979],[4.96520013],[0.02277464],[0.00052312],[0.98898639]
[112.22459121],[6.1254208],[0.0237656],[0.00057177],[0.9643938]
[126.93762352],[6.45535749],[0.02238754],[0.00050711],[0.96047965]
[93.09549957],[5.51081902],[0.02828705],[0.0008094],[0.96683631]
[85.68523397],[5.57027799],[0.02661325],[0.00071442],[0.96941335]
[103.00816694],[5.91881726],[0.02363035],[0.00056511],[0.96539481]
[130.33243038],[6.75360206],[0.02179502],[0.00048176],[0.96417628]
[122.73086049],[6.38710443],[0.02229611],[0.00050241],[0.96388028]
[114.94098799],[6.24352753],[0.02333235],[0.00054966],[0.96641144]
[119.20372333],[6.35463889],[0.02330948],[0.00055267],[0.96389852]
[111.56085579],[6.1563011],[0.02277979],[0.00052653],[0.96693172]
[130.6580055],[6.36961434],[0.02388168],[0.00057723],[0.96248527]
[61.28729889],[4.22770321],[0.03530112],[0.00126541],[0.9853952]
[21.40819562],[2.9398462],[0.03310051],[0.00110625],[0.9897421]
[22.13367953],[3.09165677],[0.03097788],[0.00097025],[0.98804259]
[23.70785663],[3.18301783],[0.03137726],[0.0009949],[0.9870849]
[24.53777951],[3.12651598],[0.03163777],[0.00101158],[0.98772295]
[21.65005846],[2.92955066],[0.03279861],[0.00108626],[0.98833557]
[23.367265],[2.93717692],[0.03284041],[0.00108925],[0.98901226]
[21.35140605],[2.9455932],[0.03326766],[0.0011199],[0.98828091]
[21.01433038],[2.94812685],[0.03482418],[0.00122524],[0.98509618]
[20.55881572],[2.9247419],[0.03288961],[0.00109357],[0.98846859]
[24.00824602],[3.13981367],[0.02998439],[0.00090749],[0.98931171]
[22.97562838],[3.10058503],[0.03085394],[0.00096237],[0.98886212]
[25.40448542],[3.17286531],[0.03156252],[0.0010071],[0.98669691]
[23.69204478],[3.12583567],[0.03169522],[0.00101559],[0.98766198]
[23.15015837],[3.07921957],[0.03302968],[0.00110156],[0.98699647]
[21.26058955],[2.97243864],[0.03236479],[0.00105779],[0.98808351]
[23.47159922],[3.12734838],[0.03232596],[0.00105633],[0.98768635]
[25.34312806],[3.17775532],[0.03401157],[0.00116782],[0.98693116]
[21.15383781],[2.96148194],[0.03475278],[0.00121964],[0.98903736]
[21.17157323],[2.93805849],[0.03381499],[0.0011555],[0.98887051]
[33.08390421],[3.61855187],[0.02966019],[0.00088749],[0.98510905]
[21.83566516],[3.05000225],[0.03201125],[0.00103269],[0.98902369]
[22.53552837],[3.03835858],[0.03067336],[0.00094835],[0.99029681]
[20.67012362],[2.97384673],[0.03091668],[0.00096405],[0.99135755]
[24.47399046],[3.1910713],[0.03256789],[0.00107201],[0.98380667]
[33.80467091],[3.69937242],[0.03107694],[0.00097709],[0.97949382]
[20.61813906],[2.9511875],[0.03241254],[0.00106234],[0.98789521]
[35.97905256],[3.8498581],[0.02916673],[0.00086101],[0.98138994]
[20.52188665],[2.97198987],[0.03069303],[0.00095307],[0.98950762]
[24.56320101],[3.19439957],[0.03374939],[0.00115322],[0.98301608]
[21.17332546],[2.9142967],[0.03521389],[0.00125297],[0.98737065]
[24.06124147],[3.13519502],[0.03161798],[0.00100841],[0.98834458]
[43.05360686],[3.38788949],[0.03112356],[0.00097586],[0.98987446]
[25.24413142],[2.94628234],[0.03756256],[0.00141859],[0.99497557]
[36.72057767],[3.4046977],[0.03253693],[0.00106486],[0.99242751]
[26.67129448],[3.06101636],[0.03380989],[0.00115085],[0.99450285]
[30.34821716],[3.19696132],[0.0319436],[0.0010275],[0.99300151]
[25.9604553],[3.13895439],[0.03086403],[0.00095916],[0.99422159]
[33.58192481],[3.5210356],[0.03005022],[0.00091001],[0.9919553]
[39.48844545],[3.4752031],[0.0324706],[0.00106253],[0.99207245]
[31.49364475],[3.15976923],[0.03481163],[0.00121933],[0.99424776]
[43.11870045],[3.51572115],[0.03152502],[0.00100138],[0.99072672]
[33.60845578],[3.35405522],[0.03127303],[0.00098463],[0.9932993]
[43.4526663],[3.69119022],[0.03204482],[0.00103318],[0.98825264]
[26.93624426],[3.20640229],[0.03079617],[0.00095559],[0.99291776]
[26.74169864],[3.06912396],[0.0348417],[0.00122238],[0.99347461]
[30.64543667],[3.33249783],[0.0334659],[0.00112823],[0.9914002]
[51.42882192],[3.77718536],[0.03136659],[0.00099164],[0.98942764]
[53.61117179],[3.59343758],[0.04174622],[0.0017511],[0.98738176]
[25.84454522],[2.87960048],[0.03042082],[0.00093321],[0.99414114]
[31.9186889],[3.21245299],[0.03500337],[0.00123328],[0.99298151]
[43.06012099],[3.53986148],[0.03091827],[0.0009626],[0.98903774]
[97.17962223],[5.48698445],[0.02915465],[0.00085924],[0.97853442]
[78.63147683],[5.05140803],[0.02812042],[0.00079812],[0.98318749]
[82.3699367],[4.89250135],[0.02945106],[0.00087469],[0.98325553]
[92.26113338],[5.0647337],[0.0303688],[0.00093047],[0.98288372]
[107.10191307],[5.64225093],[0.02735548],[0.0007547],[0.97590021]
[100.43750339],[5.45359606],[0.02725364],[0.00075017],[0.97915262]
[96.06286498],[5.46328188],[0.02571153],[0.00066817],[0.97914616]
[96.35374001],[5.35908462],[0.02648113],[0.00070804],[0.97825096]
[102.87167524],[5.43524959],[0.02680123],[0.00072534],[0.97487853]
[111.68247351],[5.5655885],[0.02621001],[0.00069315],[0.97690177]
[106.78279165],[5.61915104],[0.02825716],[0.00080577],[0.97686322]
[105.78901745],[5.45161665],[0.02809609],[0.00079761],[0.97528604]
[101.98956497],[5.36719125],[0.02774715],[0.00077718],[0.97574891]
[91.91286512],[5.38686358],[0.02715221],[0.0007441],[0.9802462]
[121.62480831],[5.79733988],[0.02586028],[0.00067459],[0.97353836]
[98.57516038],[5.29102107],[0.02696696],[0.00073338],[0.97828967]
[96.76359377],[5.42510167],[0.02759987],[0.00076874],[0.97774275]
[76.06426749],[4.80345912],[0.02885118],[0.00083947],[0.98419533]
[92.43789343],[5.35309664],[0.02740581],[0.00075825],[0.97955101]
[94.49048613],[5.26044097],[0.02694219],[0.00073253],[0.97960346]
[80.80955076],[4.98509248],[0.02721653],[0.00074676],[0.98410594]
[100.18315769],[5.40759935],[0.02667308],[0.00071717],[0.97713668]
[102.94246074],[5.36816473],[0.02746115],[0.00075911],[0.97588709]
[79.21772688],[5.00296789],[0.02649184],[0.00070892],[0.98319818]
[98.10673285],[5.46211974],[0.02600787],[0.00068374],[0.97863403]
[108.81135481],[5.60340277],[0.02577757],[0.0006703],[0.97363916]
[66.54146331],[4.50655676],[0.0395358],[0.00157037],[0.98330608]
[73.28522213],[4.66426981],[0.03361535],[0.00113866],[0.98476466]
[54.30096664],[4.17122509],[0.03270261],[0.00107673],[0.98958932]
[59.73832424],[4.33667266],[0.03170537],[0.00101107],[0.98801269]
[61.89345012],[4.34880422],[0.03297927],[0.0010944],[0.98837167]
[64.78146761],[4.37122683],[0.03056449],[0.00094135],[0.98712865]
[58.73847936],[4.27067753],[0.03059007],[0.00094369],[0.98529294]
[66.65085914],[4.39699406],[0.03243392],[0.00106061],[0.98645806]
[66.34922878],[4.45085134],[0.03248614],[0.0010623],[0.98663314]
[68.51106533],[4.43318082],[0.03124123],[0.00098312],[0.98580691]
[73.91129974],[4.57575822],[0.03321678],[0.00111325],[0.98564497]
[73.76691732],[4.57347669],[0.03242962],[0.00106177],[0.98549127]
[65.95955206],[4.38043918],[0.03277851],[0.00108382],[0.9871124]
[53.79169351],[3.99901369],[0.03364204],[0.00114353],[0.98153344]
[50.01620431],[4.00425476],[0.02986503],[0.00089917],[0.98809617]
[69.24317393],[4.57949869],[0.02953389],[0.00087968],[0.97760812]
[58.22476704],[4.18759361],[0.03665383],[0.00135336],[0.97857171]
[64.13090551],[4.41874157],[0.0336344],[0.00113855],[0.97838858]
[63.493819],[4.37724181],[0.0296389],[0.00088414],[0.97541496]
[75.17310967],[4.66004654],[0.03559318],[0.00127795],[0.97590919]
[64.78836124],[4.51234735],[0.03283456],[0.00108495],[0.97935934]
[67.84973168],[4.40521695],[0.03519909],[0.00124604],[0.97830819]
[60.16984062],[4.29943541],[0.04696656],[0.00221313],[0.97813483]
[73.52566938],[4.35829012],[0.03188623],[0.00102536],[0.97627313]
[174.07716254],[5.27518368],[0.0351955],[0.00124747],[0.9514622]
[92.88296544],[5.33755883],[0.02379642],[0.00057105],[0.98423265]
[94.37066023],[5.3876192],[0.02338886],[0.00055158],[0.98350163]
[95.4411132],[5.3698862],[0.02472175],[0.00061662],[0.98230098]
[95.52156018],[5.47468591],[0.02391012],[0.00057594],[0.98208297]
[98.29438628],[5.4287529],[0.02514247],[0.00063751],[0.98217155]
[100.75597793],[5.62710558],[0.02218802],[0.00049622],[0.98171556]
[89.42649074],[5.09354862],[0.02509014],[0.00063442],[0.98251874]
[92.4358243],[5.33957008],[0.02359698],[0.00056127],[0.98365164]
[95.48924964],[5.25630258],[0.02663568],[0.0007159],[0.98131662]
[109.94759524],[5.66019367],[0.02443355],[0.00060188],[0.97985736]
[91.11633912],[5.14925634],[0.02482229],[0.00062153],[0.9836307]
[45.88893671],[4.46976816],[0.02273027],[0.00052196],[0.98902778]
[47.84270326],[4.52352178],[0.02251959],[0.00051277],[0.98805208]
[41.29238217],[4.24217127],[0.02333449],[0.00055124],[0.99044635]
[47.122051],[4.39873164],[0.02225267],[0.00050046],[0.98863447]
[45.68895991],[4.3175736],[0.0248788],[0.00062502],[0.98915873]
[47.93493014],[4.48240044],[0.02308983],[0.00053869],[0.98904479]
[52.67712055],[4.60288969],[0.02223583],[0.00049874],[0.98780209]
[44.68310998],[4.32389991],[0.02345627],[0.00055607],[0.98989977]
[63.58980185],[4.98907103],[0.02632202],[0.00070191],[0.98577769]
[43.34888911],[4.34946915],[0.02359661],[0.00056231],[0.98919245]
[59.21350748],[4.67658204],[0.02652655],[0.00070923],[0.98356976]
[55.83224353],[4.68320855],[0.02476895],[0.00061874],[0.98495887]
[49.74095004],[4.48736178],[0.02312649],[0.00053983],[0.98846721]
[55.05095478],[4.60359191],[0.0249844],[0.00063085],[0.98625114]
[37.91896838],[3.87992598],[0.02475704],[0.00061803],[0.98949774]
[80.39072042],[5.11419551],[0.0233796],[0.00055324],[0.98383074]
[75.52008526],[5.01982975],[0.02318262],[0.00054271],[0.98466018]
[77.43072213],[4.99479586],[0.0235654],[0.00056056],[0.98479224]
[62.9408468],[4.75040566],[0.02360537],[0.00056218],[0.98730641]
[57.22466169],[4.53359499],[0.02525954],[0.00064441],[0.98815714]
[65.66222889],[4.74327444],[0.02358357],[0.00056084],[0.98741457]
[87.9427269],[5.25519493],[0.02109375],[0.00044924],[0.98287413]
[62.29795056],[4.54312254],[0.02426865],[0.00059521],[0.98752722]
[88.8002402],[5.21771658],[0.02289801],[0.0005286],[0.98332377]
[91.58229257],[5.41357861],[0.02215079],[0.00049474],[0.98237391]
[88.17661765],[5.29424762],[0.02211438],[0.00049302],[0.9831726]
[80.58024584],[5.1448427],[0.02391399],[0.0005773],[0.98468803]
[22.8479964],[2.9392601],[0.03351296],[0.00113274],[0.99186543]
[22.04799839],[2.96871089],[0.03263238],[0.00107427],[0.99119005]
[24.36859994],[3.0908016],[0.0321973],[0.00104489],[0.9897801]
[22.06944087],[3.03235825],[0.03226276],[0.00105047],[0.99016293]
[22.16300874],[3.07116694],[0.03367878],[0.00114377],[0.98868293]
[25.86580255],[3.03870588],[0.03226956],[0.00104975],[0.98969242]
[23.11934915],[2.96191049],[0.03241048],[0.00105858],[0.99014326]
[22.10835236],[2.97300875],[0.03202438],[0.00103425],[0.99105809]
[25.79714504],[3.21263039],[0.0324819],[0.00106398],[0.98997634]
[22.88844531],[3.05651021],[0.03445427],[0.00119787],[0.98902436]
[21.45533024],[2.85387963],[0.03241779],[0.00105771],[0.99176231]
[26.33910653],[3.10806912],[0.0337726],[0.00115136],[0.98753814]
[27.66612243],[3.27682583],[0.03204792],[0.00103553],[0.98714498]
[24.34329844],[3.06369677],[0.03491387],[0.00122843],[0.98719629]
[28.49574052],[3.43403732],[0.02729916],[0.00075249],[0.98802196]
[31.22394832],[3.44247769],[0.03130744],[0.00098906],[0.98585816]
[24.27852151],[3.07101291],[0.03191641],[0.00102929],[0.98802342]
[26.56702988],[3.24666749],[0.02998636],[0.00090725],[0.98867674]
[30.80498297],[3.55271996],[0.02713337],[0.00074298],[0.98690917]
[29.10446524],[3.30930881],[0.03125487],[0.00098537],[0.98703383]
[28.99219876],[3.40898152],[0.02769244],[0.0007729],[0.9879793]
[27.98699329],[3.4695204],[0.02694963],[0.00073475],[0.98848661]
[35.94165231],[3.73732219],[0.02761517],[0.00077034],[0.98477476]
[29.42180416],[3.46914368],[0.02724132],[0.00074831],[0.98740614]
[30.71542561],[3.43538049],[0.02918803],[0.00086021],[0.98810401]
[30.46313402],[3.51348273],[0.02758047],[0.00076792],[0.98900405]
[37.37133461],[3.89084067],[0.02564198],[0.00066383],[0.98668057]
[40.2254884],[4.19710736],[0.02478174],[0.00062076],[0.98538846]
[23.37548026],[3.18970948],[0.02965802],[0.00088909],[0.98949581]
[26.7398809],[3.32048978],[0.03031142],[0.00092827],[0.98741516]
[27.2008718],[3.30398358],[0.03132445],[0.00099041],[0.9868302]
[31.44995137],[3.62231971],[0.02782591],[0.00078027],[0.98624773]
[34.19425971],[3.88743369],[0.02575845],[0.00066917],[0.98664015]
[31.50825522],[3.56236341],[0.0270683],[0.00074141],[0.98708224]
[28.41084867],[3.41497531],[0.0297504],[0.0008937],[0.98833023]
[31.14756005],[3.53987262],[0.02816017],[0.00080144],[0.98786912]
[36.49006521],[3.79372171],[0.02881017],[0.00083932],[0.98591076]
[56.4679061],[4.369129],[0.0333634],[0.00112459],[0.96882527]
[52.19773305],[3.99272431],[0.03553311],[0.00127581],[0.96470414]
[56.29583371],[4.19247708],[0.03491708],[0.00123233],[0.96709272]
[46.97553138],[3.99894612],[0.03841976],[0.00149019],[0.96732295]
[50.050537],[4.19676502],[0.03241858],[0.00106118],[0.97534483]
[45.15491736],[4.14363237],[0.03000835],[0.00091196],[0.97697431]
[64.34842641],[4.53585666],[0.03713213],[0.00138956],[0.96673252]
[51.43689974],[4.26414414],[0.03435232],[0.00119426],[0.97225886]
[57.60391318],[4.4961388],[0.03061035],[0.00094694],[0.97407231]
[59.94889797],[4.62595894],[0.02599234],[0.00068249],[0.97612049]
[65.07054984],[4.70692105],[0.03045281],[0.00093885],[0.97254226]
[54.61883632],[4.39624933],[0.03137963],[0.00099601],[0.97324978]
[42.94523694],[3.97659277],[0.03608759],[0.001317],[0.97428895]
[54.18772233],[4.36464549],[0.03811547],[0.00146354],[0.97549496]
[36.28532711],[3.74026852],[0.03207714],[0.00104026],[0.97739153]
[91.85364072],[5.03413325],[0.03105076],[0.00097135],[0.98898548]
[86.90547536],[5.01737662],[0.03218671],[0.00104126],[0.98945042]
[96.74568603],[5.45689647],[0.02862865],[0.0008252],[0.9860444]
[69.6264501],[4.63383853],[0.03163567],[0.001009],[0.97907093]
[58.57013522],[4.3371775],[0.03403584],[0.00116764],[0.9810843]
[78.7370909],[4.76015276],[0.03220939],[0.00104557],[0.97268479]
[93.75745648],[5.08484257],[0.03196325],[0.00102918],[0.98854894]
[85.90758942],[4.85505352],[0.03665764],[0.00135111],[0.9902909]
[91.21911437],[5.14509301],[0.03670504],[0.0013517],[0.9880878]
[107.12494006],[5.57729272],[0.02707774],[0.00073837],[0.98345954]
[92.01711167],[5.03970369],[0.03090665],[0.00096093],[0.98672698]
[57.73478151],[4.2773291],[0.03192593],[0.00102824],[0.9772081]
[54.35794694],[4.26558395],[0.02950935],[0.00087915],[0.98940255]
[99.64504445],[5.53133695],[0.02509961],[0.00063579],[0.98557066]
[56.43440411],[4.23871695],[0.03127786],[0.00098594],[0.98485118]
[46.44274337],[4.13946347],[0.02507237],[0.00063534],[0.99191476]
[25.98404998],[2.94287028],[0.03437166],[0.00119184],[0.99275501]
[55.49814145],[4.2353515],[0.02640054],[0.00070338],[0.99067464]
[39.31194672],[3.8083885],[0.0245007],[0.0006053],[0.99301723]
[43.42280694],[3.88275195],[0.02468609],[0.0006145],[0.99166011]
[48.70015287],[4.16838459],[0.02455983],[0.00060808],[0.99193928]
[67.16441827],[4.80444725],[0.02226899],[0.00050141],[0.99113974]
[36.62601755],[3.74619898],[0.02473685],[0.00061834],[0.9936656]
[38.63469345],[3.80720517],[0.02394431],[0.00057845],[0.99355849]
[67.09570095],[4.72861565],[0.02221322],[0.00049795],[0.99071112]
[80.29637718],[5.06510364],[0.02259503],[0.00051682],[0.98954778]
[71.36784964],[4.89869882],[0.02121509],[0.00045688],[0.99005477]
[41.15124228],[3.86594217],[0.02521414],[0.00064101],[0.99335098]
[44.27842246],[4.29020587],[0.02546876],[0.00065893],[0.99178222]
[31.0039875],[3.78142571],[0.02707342],[0.00073993],[0.99167962]
[40.0165257],[4.09871849],[0.02630077],[0.00070024],[0.98830117]
[36.48694195],[3.97318519],[0.02619009],[0.00069423],[0.99010646]
[40.90402199],[4.17217204],[0.02567927],[0.0006683],[0.9876116]
[37.53155031],[3.99060601],[0.02596753],[0.00068342],[0.98734259]
[30.07163388],[3.72748451],[0.02610978],[0.00069231],[0.98968366]
[33.20503768],[3.88389883],[0.0256629],[0.00066696],[0.99076113]
[37.56510304],[3.94781576],[0.02713083],[0.0007472],[0.98775566]
[41.61920868],[4.15709197],[0.02553682],[0.00066314],[0.98988865]
[39.79839328],[4.18595145],[0.02344161],[0.00055665],[0.98961309]
[52.238781],[4.44939954],[0.02288329],[0.00052965],[0.99009467]
[35.3188825],[3.16594878],[0.05104651],[0.00261929],[0.97916137]
[22.28463773],[2.58405425],[0.06339083],[0.00404059],[0.97689862]
[48.56528819],[3.47715768],[0.05271337],[0.00279512],[0.97415953]
[51.02015803],[3.62789584],[0.04727471],[0.00224836],[0.97349736]
[45.67208304],[3.49585253],[0.04681731],[0.0022049],[0.97144567]
[50.21940439],[3.71366914],[0.04451319],[0.00199711],[0.9711499]
[53.08757203],[3.70549408],[0.04579866],[0.00211104],[0.97112587]
[74.59335245],[4.25364602],[0.0414685],[0.00173098],[0.97200187]
[37.34233187],[3.2892726],[0.05201447],[0.00272118],[0.97786669]
[23.29829773],[2.74205345],[0.051238],[0.00264564],[0.97938849]
[51.46947995],[3.65950985],[0.04692156],[0.00221548],[0.97011073]
[23.8695492],[2.7182609],[0.05266041],[0.00279223],[0.97925735]
[42.44642838],[3.41223604],[0.05066074],[0.00258195],[0.97537476]
[36.32672394],[3.15156778],[0.05090374],[0.00260562],[0.97910501]
[91.92316889],[4.59338321],[0.04353504],[0.00190614],[0.97111182]
[51.21355761],[4.08333265],[0.03808193],[0.00146037],[0.97791572]
[51.08072343],[4.01767609],[0.04634832],[0.00215979],[0.9806248]
[51.42994834],[4.06289138],[0.04607474],[0.00213443],[0.98031224]
[54.22264184],[4.2072692],[0.04411063],[0.00195731],[0.97820889]
[54.44702501],[4.21731479],[0.04338305],[0.00189234],[0.97810544]
[58.81735224],[4.30850535],[0.04086898],[0.00167977],[0.97525727]
[56.93246576],[4.31665074],[0.03665569],[0.00135216],[0.97434394]
[67.25144732],[4.40575473],[0.04429439],[0.00197282],[0.97876719]
[44.45142968],[3.75993673],[0.03906608],[0.0015379],[0.98207213]
[59.13560481],[4.40402926],[0.03497631],[0.00123412],[0.97461523]
[55.27117534],[4.20579524],[0.04324066],[0.0018854],[0.97799549]
[63.27437755],[4.59526162],[0.03683446],[0.00136897],[0.97279615]
[66.05123935],[4.66002704],[0.03914893],[0.00154487],[0.97094138]
[49.57599253],[4.20515744],[0.0398199],[0.00159521],[0.97828117]
[47.06984072],[3.96559211],[0.04548919],[0.00208021],[0.98073786]
[51.7153452],[4.10746668],[0.04159828],[0.00174347],[0.97859682]
[51.44763545],[4.08681119],[0.0441537],[0.00196115],[0.97949459]
[64.64428676],[4.59582664],[0.03486895],[0.00122526],[0.97149647]
[63.06987499],[4.45396745],[0.03807913],[0.001461],[0.97203704]
[61.41237699],[4.3395731],[0.03772822],[0.00143829],[0.97376186]
[69.18554542],[4.64399275],[0.03684231],[0.00136973],[0.97024079]
[65.51762014],[4.5640345],[0.03592962],[0.00130317],[0.97239759]
[64.72050962],[4.63712211],[0.03709007],[0.00138535],[0.9715162]
[65.12970523],[4.68904225],[0.03650539],[0.00134269],[0.97202365]
[56.76237532],[4.1669409],[0.04359862],[0.00191233],[0.97715223]
[32.77920097],[3.2365754],[0.04926369],[0.00244067],[0.98807142]
[51.46292271],[4.16569436],[0.03497666],[0.00123231],[0.97695771]
[50.49181344],[4.06817386],[0.03453971],[0.00120104],[0.97815447]
[55.07974342],[4.16843896],[0.03436904],[0.00119],[0.9766355]
[55.88022387],[4.16014039],[0.03406227],[0.00116889],[0.97686013]
[65.65523669],[4.52884289],[0.03877397],[0.001515],[0.97245591]
[68.44163306],[4.7287072],[0.03599557],[0.00130552],[0.97065347]
[61.65778148],[4.54949899],[0.03757225],[0.00142093],[0.97276716]
[56.61607864],[4.32059186],[0.04313911],[0.00187239],[0.97565006]
[53.97431427],[4.15109842],[0.0380744],[0.00145922],[0.97642978]
[54.0002417],[4.21370062],[0.04152046],[0.00173416],[0.97722547]
[57.44957791],[4.27114616],[0.03964141],[0.00158099],[0.97595334]
[57.6170078],[4.28909738],[0.04041949],[0.00164368],[0.97655129]
[57.08292783],[4.26883084],[0.04103885],[0.00169329],[0.97614964]
[60.27658728],[4.45776883],[0.03785779],[0.00144114],[0.97284906]
[54.71032319],[4.22514292],[0.04868163],[0.00237934],[0.97557288]
[62.79458402],[4.48096802],[0.04289873],[0.00185085],[0.97194494]
[56.69393167],[4.25568669],[0.04450026],[0.0019921],[0.97516922]
[59.96043193],[4.3832023],[0.0452581],[0.0020564],[0.97360674]
[57.94059044],[4.33003865],[0.04539624],[0.00206961],[0.97477653]
[59.70255235],[4.35788252],[0.04259318],[0.00182361],[0.97353381]
[57.0084922],[4.3019555],[0.04247704],[0.00181402],[0.97377384]
[59.07157805],[4.35752408],[0.04153098],[0.00173339],[0.97254682]
[59.96782533],[4.43261047],[0.04020895],[0.00162548],[0.97190823]
[57.90996613],[4.2826932],[0.03954092],[0.00157263],[0.97303789]
[54.82194049],[4.228221],[0.03031323],[0.00092841],[0.98733382]
[59.71739895],[4.31332429],[0.02936751],[0.00087266],[0.98695911]
[59.3330465],[4.26625493],[0.03141823],[0.00099636],[0.98718825]
[29.18012525],[3.04596498],[0.03617107],[0.00131766],[0.99289402]
[29.77740442],[3.1388293],[0.03864853],[0.00150532],[0.98721533]
[57.20421291],[4.15302091],[0.02968588],[0.00088915],[0.98846824]
[33.47105866],[3.23792027],[0.03657567],[0.00134756],[0.99088216]
[37.09416656],[3.45535628],[0.03737732],[0.00140825],[0.98886383]
[55.26625844],[4.22233814],[0.03049544],[0.00094118],[0.98866671]
[43.49663165],[3.5013841],[0.03760727],[0.00142768],[0.98447239]
[62.97326342],[4.3260325],[0.03104996],[0.00097275],[0.98641367]
[60.78189628],[4.32899264],[0.02811662],[0.00079832],[0.98690304]
[29.93098139],[3.03634987],[0.03759367],[0.00142391],[0.99092137]
[35.80304547],[3.29403244],[0.03655072],[0.0013468],[0.9896026]
[33.47574863],[3.25299284],[0.0380316],[0.0014579],[0.9891213]
[67.03197899],[4.45862751],[0.02872738],[0.00083263],[0.9860265]
[77.07755816],[4.68758343],[0.03223888],[0.00105075],[0.98422266]
[60.30016718],[4.28111232],[0.0308309],[0.00096067],[0.98729866]
[71.7205566],[4.54714928],[0.0292336],[0.00086347],[0.98494217]
[51.51351106],[3.84996249],[0.0352948],[0.00125547],[0.98267818]
[58.69775182],[4.31572013],[0.02934051],[0.00087012],[0.98792497]
[49.19002723],[3.87900894],[0.03387342],[0.00115724],[0.99055733]
[31.20335096],[3.23697925],[0.04143734],[0.00173107],[0.99515818]
[50.73931103],[3.9417412],[0.030995],[0.00096779],[0.98936306]
[48.34858807],[4.03569185],[0.0324125],[0.00105779],[0.98689626]
[50.53565092],[4.14635698],[0.02925595],[0.00086142],[0.98657886]
[52.89084624],[3.95288778],[0.02950278],[0.00087554],[0.98594442]
[47.78468507],[4.01823518],[0.02718111],[0.00074445],[0.98768373]
[52.06306975],[4.16780467],[0.02886875],[0.00083927],[0.98640948]
[49.71040868],[4.04741036],[0.03021109],[0.00091946],[0.98722969]
[51.46445286],[4.10407133],[0.03098197],[0.00096607],[0.9872374]
[51.00558098],[4.09786816],[0.03012892],[0.00091439],[0.98509671]
[57.26788268],[4.33064448],[0.03281405],[0.00108527],[0.98546587]
[42.32806784],[3.9133742],[0.02870724],[0.00082916],[0.98839759]
[43.48966124],[3.80164223],[0.03000112],[0.00090618],[0.98852294]
[47.13170037],[3.95390412],[0.02976705],[0.00089194],[0.98743774]
[46.37995178],[4.01612124],[0.02817772],[0.00079934],[0.98787108]
[57.53969388],[4.28821823],[0.0284912],[0.00081627],[0.98535533]
[47.29222523],[3.92024532],[0.02931395],[0.00086539],[0.98791805]
[47.38470326],[3.98948129],[0.0281001],[0.00079577],[0.98706321]
[54.69453435],[4.12860739],[0.03181567],[0.00101951],[0.9860298]
[49.62408853],[4.08058454],[0.03082204],[0.00095673],[0.98659577]
[51.70959445],[4.10040884],[0.03084253],[0.00095693],[0.98521989]
[55.39465961],[4.19917637],[0.02916484],[0.00085702],[0.98581814]
[64.44627786],[4.44431008],[0.02817012],[0.00079895],[0.98368562]
[49.20207608],[3.93713526],[0.03015127],[0.0009158],[0.98721011]
[55.72176621],[4.14408393],[0.03481683],[0.00121899],[0.97435063]
[42.35698121],[3.72152233],[0.03319914],[0.00111236],[0.98006883]
[41.28286079],[3.67947195],[0.03160974],[0.00100841],[0.98053016]
[38.09565638],[3.60187674],[0.03167579],[0.0010132],[0.98236648]
[42.49354751],[3.81201744],[0.03141129],[0.0009957],[0.97880431]
[40.43867994],[3.59551652],[0.03312505],[0.00110647],[0.98102172]
[39.80206606],[3.54062873],[0.03287311],[0.00109062],[0.98097107]
[40.5954389],[3.63030283],[0.03716472],[0.00139191],[0.98040463]
[44.89828286],[3.81024874],[0.03176115],[0.00101703],[0.97924655]
[39.9417395],[3.68683592],[0.03185385],[0.00102414],[0.98076682]
[41.37522584],[3.68570018],[0.0344282],[0.00119482],[0.97833925]
[45.43955279],[3.81460413],[0.03909416],[0.00153519],[0.97939653]
[49.50537887],[4.00025587],[0.03404746],[0.00116588],[0.97839151]
[36.08370416],[3.52168127],[0.0333663],[0.00112309],[0.98049053]
[43.43609664],[3.66165818],[0.04272806],[0.00183469],[0.97955922]
[37.18087265],[3.43215334],[0.03457663],[0.00120529],[0.98153711]
[37.80989164],[3.45457425],[0.03539625],[0.00126247],[0.98073931]
[44.07622261],[3.70040087],[0.03604531],[0.00130741],[0.98012368]
[33.20526073],[3.21423259],[0.0360926],[0.0013121],[0.98304783]
[37.78543089],[3.24141032],[0.03691373],[0.00137284],[0.98077155]
[67.1906608],[4.41936351],[0.03320236],[0.00111384],[0.97734424]
[141.2014074],[6.09640559],[0.0252015],[0.00064153],[0.97346062]
[60.13620386],[4.23639436],[0.03020659],[0.00092315],[0.97919469]
[71.14809832],[4.58659855],[0.02959237],[0.0008856],[0.97749034]
[77.34690728],[4.70493862],[0.02999603],[0.0009092],[0.97416333]
[70.65795198],[4.45132688],[0.03165951],[0.00101152],[0.97498218]
[66.52290602],[4.50643917],[0.03030297],[0.00092808],[0.97876552]
[77.47931206],[4.63496119],[0.02927569],[0.00086619],[0.97559982]
[129.20561372],[5.66663817],[0.02557111],[0.0006592],[0.97449448]
[123.9147772],[5.55003119],[0.02604426],[0.00068481],[0.97298763]
[90.7800594],[5.02422195],[0.02915957],[0.00085816],[0.97360569]
