Contrast,Dissimilarity,Energy,ASM,Correlation
[2342.9768703],[31.35948912],[0.01549703],[0.00024082],[0.59705925]
[2472.4639312],[31.55145532],[0.0171614],[0.00029792],[0.62244348]
[2338.99458484],[31.60262112],[0.01447522],[0.00020992],[0.65949157]
[2630.33126509],[33.75043507],[0.01374774],[0.00018956],[0.59147449]
[2717.07076454],[33.98241403],[0.01405595],[0.00019811],[0.58835534]
[2651.97463549],[33.03955861],[0.01685806],[0.0002916],[0.60366076]
[2614.18743387],[33.24825634],[0.01395207],[0.00019641],[0.61417182]
[2623.57123388],[32.94200581],[0.01240154],[0.00015401],[0.64496662]
[2688.22985229],[33.61367588],[0.01662467],[0.00027838],[0.62036878]
[2554.17311295],[32.30006254],[0.01531223],[0.00023761],[0.61727256]
[2661.94901998],[32.44484249],[0.01601525],[0.00025913],[0.59589531]
[2533.18426362],[32.45603809],[0.01545769],[0.00023994],[0.56798413]
[2994.90152519],[34.57111488],[0.01461852],[0.00021415],[0.55321369]
[2355.07958823],[31.49480216],[0.01682079],[0.00028348],[0.60683119]
[1487.12098361],[27.74296423],[0.01652475],[0.00028235],[0.74258277]
[1590.30896451],[28.78213461],[0.01260279],[0.00015941],[0.65710734]
[1552.38510917],[28.30971856],[0.01527011],[0.00023928],[0.69834016]
[1661.14964421],[28.86471843],[0.01542243],[0.00024237],[0.68742351]
[1470.087522],[27.58949247],[0.0210269],[0.00046501],[0.71691383]
[1521.55928953],[28.22832755],[0.01702463],[0.00029451],[0.71408679]
[1378.94512459],[26.5407853],[0.02154758],[0.00048791],[0.74244917]
[1569.33296972],[28.76634533],[0.02165419],[0.00049072],[0.67326149]
[1487.95155554],[27.88020827],[0.02051654],[0.00045115],[0.71052293]
[1529.76011639],[27.96899411],[0.01534611],[0.00024412],[0.70102771]
[1771.95600733],[30.22130539],[0.01632077],[0.00028105],[0.7139857]
[1397.15190126],[27.30654501],[0.01257845],[0.0001587],[0.6720745]
[1537.67947314],[28.30233487],[0.01306583],[0.00017192],[0.6482065]
[1550.79867424],[28.93493345],[0.01423134],[0.00020845],[0.65719366]
[1501.50383422],[28.0929928],[0.01449428],[0.00021587],[0.67185886]
[1501.71280722],[28.12154295],[0.01314527],[0.00017502],[0.67170219]
[1483.54680872],[28.38051259],[0.01934882],[0.00042011],[0.70333696]
[1406.52725485],[27.42969125],[0.0183258],[0.00036459],[0.7315646]
[1544.03334706],[28.50898576],[0.01366581],[0.00019182],[0.65445233]
[1762.41230294],[30.67385074],[0.01485813],[0.00022635],[0.69252583]
[1346.34181347],[26.53900263],[0.01769043],[0.000325],[0.7258519]
[1536.7982564],[28.09879327],[0.01264909],[0.0001606],[0.74418981]
[1316.46587667],[26.00565555],[0.01285433],[0.00016596],[0.65841076]
[1486.51929775],[28.00950256],[0.01176456],[0.00013875],[0.63568009]
[1425.67773503],[26.99780712],[0.01290455],[0.00016682],[0.75305593]
[1611.5573092],[28.55006297],[0.01235021],[0.00015345],[0.69008149]
[1377.38902185],[26.35761238],[0.01175268],[0.00013834],[0.69282921]
[1568.60497153],[27.80801646],[0.01280711],[0.00016624],[0.69652835]
[1488.64554478],[27.99157726],[0.01210768],[0.0001474],[0.60859035]
[1535.75465525],[27.83647054],[0.01436292],[0.00021143],[0.70142936]
[1234.7639977],[24.7043812],[0.01354122],[0.00018384],[0.69388152]
[1247.56476055],[25.78914604],[0.01270905],[0.00016286],[0.64557401]
[1501.74362238],[27.56085336],[0.01298362],[0.00016986],[0.71415954]
[1407.00273511],[26.66637409],[0.0137659],[0.00019222],[0.71438791]
[1415.96253797],[27.31614739],[0.0118529],[0.00014087],[0.65372625]
[1297.74460289],[26.06128608],[0.0122027],[0.00014924],[0.65193251]
[1477.55079357],[27.13661012],[0.01339238],[0.00018025],[0.70904006]
[1471.57683129],[27.31744751],[0.01273869],[0.00016366],[0.72082364]
[1508.91068557],[27.60219739],[0.01287357],[0.00016769],[0.70265894]
[1319.24157968],[26.21536515],[0.01232442],[0.00015244],[0.66284959]
[1356.15703905],[26.83911007],[0.01209665],[0.00014678],[0.66772336]
[1189.97164406],[24.0633228],[0.01401159],[0.00019658],[0.70186288]
[1328.17805862],[25.47260891],[0.01387667],[0.00019334],[0.68485086]
[1037.14926464],[23.03636336],[0.01449702],[0.00021195],[0.7002503]
[1336.9208596],[25.54676981],[0.01226172],[0.00015044],[0.69823627]
[1418.19074149],[27.3306275],[0.0117851],[0.00013904],[0.63305376]
[1349.1568106],[26.45782775],[0.01214218],[0.00014778],[0.66024364]
[1341.60768037],[26.16268991],[0.01218101],[0.00014881],[0.68380632]
[1493.3158699],[28.09548285],[0.01260445],[0.00015938],[0.62335885]
[1425.91730303],[26.89017986],[0.01283659],[0.00016536],[0.66684292]
[1356.49706683],[25.82738253],[0.01378156],[0.00019172],[0.71729908]
[1563.84466576],[27.90675828],[0.01368935],[0.00018895],[0.69670633]
[1171.71860168],[24.75787344],[0.01318863],[0.00017563],[0.68092051]
[1353.55208305],[26.03204907],[0.01280821],[0.00016601],[0.77909951]
[1370.93950485],[26.71184327],[0.01212331],[0.00014714],[0.67689054]
[1394.31447309],[26.59013546],[0.01178072],[0.00013893],[0.69412165]
[1265.27472285],[24.83286741],[0.01273866],[0.00016266],[0.72513598]
[1278.11433525],[26.58238076],[0.01192832],[0.00014295],[0.66149053]
[1258.60137018],[25.68517706],[0.01281586],[0.00016507],[0.68658121]
[1099.23604248],[24.42557352],[0.01253186],[0.00015774],[0.71879304]
[1592.97205652],[26.86707531],[0.0154004],[0.00023843],[0.58606421]
[1431.14073237],[26.02914603],[0.01434856],[0.00020652],[0.63146622]
[1531.87728843],[26.78380821],[0.01339706],[0.00018017],[0.60104295]
[1517.28649305],[26.44885824],[0.01420556],[0.00020285],[0.58133364]
[1555.0563771],[26.7151602],[0.01421171],[0.0002027],[0.60068827]
[1662.75033634],[27.59958435],[0.01498297],[0.00022544],[0.56632025]
[2094.98908953],[29.1551569],[0.02113285],[0.00046025],[0.66937555]
[1482.38745548],[25.65938414],[0.01506387],[0.00022727],[0.6321874]
[1760.57761646],[27.71072512],[0.0141911],[0.00020156],[0.55632356]
[1798.88570941],[28.26418374],[0.0123951],[0.00015376],[0.5245078]
[1934.39682233],[29.70361621],[0.01375526],[0.00018968],[0.46297258]
[2161.3185472],[31.30684851],[0.01217139],[0.00014835],[0.49993892]
[1910.72598885],[29.38490217],[0.01251995],[0.00015694],[0.43040603]
[2222.04836345],[31.23786556],[0.01400269],[0.00019758],[0.59800403]
[1892.74774748],[29.20854405],[0.01259899],[0.00015898],[0.49324879]
[1912.82673677],[29.1255354],[0.01383061],[0.00019232],[0.45855043]
[1937.70050292],[29.1362618],[0.01670014],[0.00028012],[0.4699434]
[1434.52192345],[25.78874049],[0.01407529],[0.00019884],[0.55641552]
[1493.94210595],[26.29551119],[0.01412805],[0.00019986],[0.5480155]
[1854.90548836],[28.85779693],[0.01258622],[0.00015867],[0.42887082]
[1897.49960869],[29.02178929],[0.01458272],[0.000213],[0.43022429]
[1429.36501606],[25.8550501],[0.01450141],[0.00021051],[0.5771136]
[1322.30323353],[24.05338344],[0.02382452],[0.00057574],[0.76511784]
[1573.12169903],[25.91844903],[0.01510383],[0.00023065],[0.64152819]
[1687.12655462],[26.69839199],[0.01558092],[0.00024486],[0.49534321]
[1130.3967962],[23.14724354],[0.01668579],[0.0002786],[0.55472899]
[1147.80992052],[23.32050605],[0.01671625],[0.00027975],[0.51935346]
[1024.82448266],[22.33074564],[0.01582057],[0.00025047],[0.55406224]
[1280.06737725],[25.21578338],[0.01346263],[0.00018141],[0.62644371]
[1179.39741564],[23.96090224],[0.01409336],[0.0001987],[0.56131041]
[1291.92228122],[25.40312455],[0.01327937],[0.00017667],[0.63555952]
[1220.71232105],[24.66862678],[0.0138002],[0.0001907],[0.65118716]
[1392.74090407],[26.68371134],[0.01410481],[0.00020189],[0.62989762]
[1380.3836407],[26.52431842],[0.01313602],[0.00017384],[0.64293271]
[1351.10214922],[26.21278075],[0.01275471],[0.00016324],[0.64921564]
[1216.70144435],[23.916762],[0.01457185],[0.00021276],[0.63275771]
[1115.43531022],[23.04229067],[0.01494765],[0.00022372],[0.55734929]
[1310.79320641],[25.83063436],[0.01259102],[0.0001587],[0.67475747]
[1117.31277519],[23.89822025],[0.01227442],[0.00015082],[0.73889352]
[1374.28089668],[25.05845068],[0.01396469],[0.00019504],[0.70811867]
[1281.97929313],[25.6464481],[0.01165361],[0.00013585],[0.70690357]
[1237.87429193],[24.79772409],[0.0125773],[0.00015825],[0.72530879]
[1417.42270322],[26.85296419],[0.01180693],[0.00013943],[0.68346726]
[1149.58823823],[24.28703238],[0.01198564],[0.00014379],[0.74660426]
[1244.99661877],[25.03355543],[0.01208564],[0.0001461],[0.70027172]
[1259.06327569],[25.1384222],[0.0121703],[0.00014815],[0.72069229]
[1145.84188229],[24.22308562],[0.0118201],[0.00013978],[0.75093621]
[1345.84803954],[25.782506],[0.01303431],[0.00017006],[0.70662075]
[1315.30246425],[25.58620938],[0.01270432],[0.00016163],[0.70812791]
[1149.69764869],[24.26785939],[0.01254169],[0.00015743],[0.7399685]
[1350.25345806],[26.02851689],[0.01300635],[0.00016924],[0.69571119]
[1245.27768615],[25.27200633],[0.0121089],[0.0001467],[0.71665564]
[1443.18302056],[27.10523965],[0.01325551],[0.00017593],[0.6418087]
[1100.72576361],[23.67755588],[0.01335658],[0.00017852],[0.60661954]
[1066.43147406],[23.30467969],[0.01349854],[0.00018231],[0.5931063]
[1411.08576669],[26.88301506],[0.01142731],[0.00013065],[0.66945999]
[1031.56043801],[22.54723979],[0.01317976],[0.00017391],[0.68184498]
[873.49170856],[21.89988688],[0.01339328],[0.00018003],[0.56594776]
[894.15815355],[22.01480221],[0.01345505],[0.0001816],[0.54369952]
[957.90589459],[22.70315963],[0.01343463],[0.0001811],[0.52615956]
[958.91999486],[22.74661945],[0.01336424],[0.00017898],[0.51365812]
[916.7757231],[22.20667498],[0.01404909],[0.00019839],[0.5304128]
[978.32782034],[22.9210476],[0.01376326],[0.00019033],[0.52112452]
[928.98733347],[21.73902149],[0.01495975],[0.00022509],[0.49419775]
[935.99913002],[22.44528777],[0.01352276],[0.00018305],[0.52602643]
[1007.16011703],[23.46388389],[0.01302374],[0.00016989],[0.52368416]
[887.62946864],[21.52097327],[0.01447044],[0.00020998],[0.52096723]
[903.26345828],[22.34685707],[0.01374683],[0.00018962],[0.50182414]
[941.94822204],[22.99047864],[0.01329573],[0.00017764],[0.53319578]
[862.78891549],[21.52402188],[0.01418451],[0.0002017],[0.48446349]
[934.9338631],[22.43867668],[0.01362034],[0.00018594],[0.52314265]
[874.5249562],[21.65436195],[0.01417693],[0.00020116],[0.55786128]
[967.17982051],[23.33101083],[0.01241238],[0.00015433],[0.53108819]
[886.77318636],[22.16385841],[0.01342359],[0.00018032],[0.52360838]
[1081.98954883],[24.20175709],[0.01277425],[0.00016351],[0.47386476]
[999.30852554],[23.30356147],[0.01333223],[0.00017826],[0.49794862]
[1087.98906536],[24.3085981],[0.01272882],[0.00016245],[0.4704356]
[912.24777719],[22.63229362],[0.01312937],[0.00017269],[0.52348106]
[982.99088734],[23.2993356],[0.01386702],[0.00019386],[0.54277846]
[1031.48488592],[23.87644642],[0.01323017],[0.00017571],[0.49842018]
[918.3836671],[22.58239926],[0.01306345],[0.00017083],[0.54360111]
[964.41394861],[23.47965202],[0.01261631],[0.00015951],[0.52245537]
[963.45965662],[23.21108433],[0.01432876],[0.00020625],[0.51064715]
[990.77727577],[23.3603558],[0.0162904],[0.00026681],[0.48752608]
[1056.81322568],[24.43838343],[0.01295415],[0.00016801],[0.48803578]
[2060.19876187],[32.69910881],[0.01071782],[0.00011496],[0.48431634]
[1440.86571308],[28.50301342],[0.01131576],[0.00012817],[0.58123562]
[1248.66954376],[26.39919806],[0.01164104],[0.00013573],[0.58112725]
[1374.83036148],[27.47688597],[0.01108479],[0.00012296],[0.54573683]
[1679.28719294],[28.42305212],[0.01988075],[0.00040512],[0.52898567]
[1280.01476891],[26.97590597],[0.01150532],[0.00013252],[0.55669931]
[1608.64683593],[29.81279141],[0.01117777],[0.0001252],[0.50734981]
[1760.25004811],[31.1174497],[0.01037058],[0.00010766],[0.49385119]
[1654.20426366],[29.43500464],[0.01114146],[0.00012437],[0.55816632]
[1549.08027244],[28.9387662],[0.01019419],[0.00010401],[0.58215315]
[1656.40515],[29.7257448],[0.01165256],[0.00013756],[0.5367996]
[1732.48534848],[29.98191064],[0.01837064],[0.00034503],[0.46598713]
[2145.41976604],[32.3378338],[0.01401069],[0.00019942],[0.44789725]
[1345.05100581],[27.38218794],[0.01056456],[0.00011166],[0.59816711]
[1245.38008948],[26.54567891],[0.01090482],[0.00011899],[0.61483877]
[2026.8310735],[32.03597695],[0.01053033],[0.00011117],[0.49116777]
[1304.45993419],[26.81201564],[0.01160095],[0.0001347],[0.55667508]
[1515.56757266],[29.05698299],[0.01126192],[0.00012705],[0.57969704]
[1212.27944564],[26.41098185],[0.01060154],[0.00011248],[0.58922069]
[2184.29813055],[33.1069297],[0.01039145],[0.00010824],[0.43451596]
[1352.93070868],[27.63474238],[0.01051342],[0.00011057],[0.58532684]
[1611.92391844],[29.54050343],[0.01043333],[0.00010897],[0.57462206]
[2223.93768714],[33.31034779],[0.01034618],[0.00010752],[0.44586815]
[1012.67561064],[22.69400103],[0.01427357],[0.00020479],[0.60789181]
[828.83900336],[20.37519969],[0.02754237],[0.00078621],[0.71455109]
[1017.47295493],[22.93652112],[0.01345147],[0.00018101],[0.55591993]
[909.88833001],[21.19021212],[0.01544419],[0.00023865],[0.64309909]
[758.58095615],[19.56866412],[0.01606386],[0.0002581],[0.54173904]
[625.90428303],[18.05704438],[0.015664],[0.00024559],[0.66272104]
[709.17816267],[19.04421681],[0.02551524],[0.00070862],[0.77031062]
[896.01766432],[21.72048438],[0.01685783],[0.000294],[0.66220743]
[1222.10427465],[23.8616263],[0.01411392],[0.00019926],[0.50187977]
[881.0869768],[20.237202],[0.01847587],[0.00035255],[0.68202052]
[788.83532131],[19.86706903],[0.01602108],[0.00025718],[0.7069006]
[1220.9202112],[23.9696295],[0.01367463],[0.00018703],[0.51482824]
[1045.83193],[22.20743986],[0.01733712],[0.00030859],[0.63043242]
[1259.86650929],[24.27977092],[0.01367615],[0.0001879],[0.51410273]
[723.37187153],[18.98932934],[0.01712063],[0.00029392],[0.72913467]
[853.55818424],[20.67851406],[0.01488793],[0.00022239],[0.65333577]
[601.44274873],[17.37863301],[0.017524],[0.00030709],[0.55696948]
[1056.77299155],[22.46138829],[0.01407345],[0.00019882],[0.58836545]
[1100.20262178],[23.37562878],[0.01347033],[0.00018151],[0.54377509]
[1364.04000084],[25.25128917],[0.01349453],[0.00018217],[0.45389283]
[1160.14057333],[23.31898815],[0.01497128],[0.00022533],[0.53869994]
[601.35874851],[17.81871401],[0.0163587],[0.00026776],[0.60289279]
[550.77593465],[17.19522997],[0.01786292],[0.00031913],[0.58909191]
[889.12280335],[20.82994587],[0.0170525],[0.00029907],[0.71798814]
[996.59609601],[21.94982945],[0.0146195],[0.00021377],[0.55884236]
[953.12110305],[21.83497942],[0.01541831],[0.0002389],[0.63933765]
[1598.18423745],[26.55400647],[0.01444007],[0.00021009],[0.45795231]
[773.96514489],[20.2400739],[0.01473778],[0.00021723],[0.55794848]
[663.71016605],[18.8388023],[0.0154719],[0.00023943],[0.62290001]
[1373.09691058],[25.62065233],[0.01327453],[0.00017623],[0.4278224]
[1245.88214658],[24.2708171],[0.01330388],[0.00017721],[0.49283882]
[992.404529],[22.48663313],[0.01831783],[0.00035021],[0.61000715]
[1053.39471445],[22.085671],[0.0174747],[0.00031517],[0.60201917]
[821.76246529],[19.99610531],[0.01694734],[0.00028814],[0.67993891]
[1033.62093756],[22.4567238],[0.01424179],[0.00020285],[0.5289061]
[857.11071316],[20.89642575],[0.01736069],[0.0003054],[0.67899644]
[872.92026308],[21.34626333],[0.01706585],[0.00029136],[0.59578617]
[1205.3262833],[25.80528936],[0.01214329],[0.00014765],[0.51151818]
[903.02038982],[21.57851586],[0.01477814],[0.00021845],[0.63383894]
[1018.84373886],[22.7790416],[0.01511172],[0.00022848],[0.55462987]
[1064.4378865],[23.7271537],[0.01404787],[0.00019747],[0.54898046]
[1035.38085936],[22.89341936],[0.01548052],[0.00023969],[0.55110638]
[1081.90454294],[24.11136376],[0.01352202],[0.00018296],[0.5203972]
[739.45745142],[19.73963094],[0.01449269],[0.00021018],[0.67161575]
[1119.63253828],[24.84406732],[0.01218751],[0.00014872],[0.55643789]
[990.95455695],[23.40371943],[0.01255227],[0.00015773],[0.63468712]
[811.64936626],[20.57867364],[0.01557839],[0.00024299],[0.67291186]
[1178.43633298],[25.664484],[0.01223731],[0.00014987],[0.52784366]
[814.57069643],[21.10977239],[0.0143032],[0.00020475],[0.65820575]
[1184.13486685],[25.77912717],[0.01234457],[0.0001526],[0.5543]
[1022.99661561],[24.05607714],[0.0125785],[0.00015832],[0.59082318]
[993.90818726],[22.47265058],[0.01667698],[0.00027829],[0.55450686]
[1223.29580798],[26.08599916],[0.01214156],[0.00014763],[0.52375205]
[1123.89304779],[24.86886129],[0.01246357],[0.00015543],[0.55247349]
[776.03227346],[20.48762367],[0.01403838],[0.00019711],[0.65819532]
[883.59197757],[21.4143178],[0.01461721],[0.00021368],[0.63420391]
[1570.11047164],[27.6175534],[0.01260998],[0.00015903],[0.70799937]
[1538.36227069],[25.36714775],[0.01601026],[0.00025634],[0.71455633]
[1060.04455497],[21.70528794],[0.01714633],[0.00029437],[0.6123434]
[1011.81056064],[21.21324038],[0.01596909],[0.00025533],[0.68741488]
[1525.36651363],[26.07566566],[0.01508857],[0.00022769],[0.70395115]
[1410.50869458],[25.67090744],[0.01434668],[0.00020596],[0.73778974]
[1583.23677686],[27.32505169],[0.01326777],[0.00017604],[0.68605253]
[1651.1036886],[28.28330179],[0.01324355],[0.0001754],[0.66680828]
[1509.92816085],[26.12308391],[0.01410909],[0.00019907],[0.70490483]
[1565.23885133],[27.05892656],[0.01347606],[0.00018162],[0.6804465]
[1416.57785358],[25.74434165],[0.01422372],[0.00020234],[0.71175919]
[1565.83058023],[27.07986671],[0.01407848],[0.00019834],[0.6917348]
[1077.25163414],[21.68201346],[0.01671555],[0.0002797],[0.58632551]
[1691.89688733],[28.18238278],[0.01357903],[0.00018445],[0.68523639]
[1550.92207061],[26.65231464],[0.01425232],[0.0002032],[0.70976584]
[1328.02395991],[24.39452896],[0.01504092],[0.00022639],[0.77744445]
[1555.12943715],[26.16540235],[0.01497229],[0.00022421],[0.71299259]
[1629.91587767],[27.62943748],[0.01380802],[0.00019068],[0.69663705]
[1552.64788673],[27.06924526],[0.01380307],[0.00019056],[0.71797624]
[1323.43569746],[24.5616523],[0.01423803],[0.0002029],[0.76833451]
[839.17602865],[19.71679146],[0.01774462],[0.00031503],[0.70175452]
[960.87333418],[21.16539015],[0.01542871],[0.0002382],[0.66472888]
[553.07503286],[16.81248855],[0.01647676],[0.00027206],[0.64043365]
[694.77504644],[17.69001468],[0.01901558],[0.00036225],[0.46184066]
[683.50674921],[18.00412938],[0.01842926],[0.00034034],[0.45762298]
[975.68178635],[21.23198252],[0.01667571],[0.00027822],[0.48380992]
[949.51632812],[21.07721696],[0.01671857],[0.0002797],[0.48068276]
[1001.46140593],[21.3368271],[0.01683511],[0.00028409],[0.53521643]
[964.08860237],[21.19586867],[0.01683178],[0.00028401],[0.52882442]
[963.24052986],[20.9677819],[0.01697878],[0.00028922],[0.55788793]
[936.63450735],[20.97209162],[0.01648091],[0.0002719],[0.49656563]
[973.97785879],[21.34706309],[0.01620756],[0.00026292],[0.49354443]
[548.64567471],[16.46228116],[0.01931363],[0.00037305],[0.46464379]
[673.67614863],[14.98057188],[0.02106777],[0.00044421],[0.51587293]
[550.73991878],[13.41535468],[0.02217625],[0.00049229],[0.46952964]
[874.72041874],[16.24027336],[0.02444319],[0.00060147],[0.5869316]
[910.46077756],[17.56988456],[0.02468326],[0.0006131],[0.57317159]
[689.76624668],[14.74190213],[0.02310365],[0.00053437],[0.47167169]
[637.33253889],[14.88383148],[0.02293728],[0.00052813],[0.65821154]
[506.21872237],[14.17495537],[0.02360912],[0.0005581],[0.41928086]
[624.69380601],[14.41605509],[0.02344203],[0.00054985],[0.57652931]
[595.13111451],[12.93880557],[0.03404642],[0.00116111],[0.62323754]
[1630.4757684],[27.44297533],[0.01362523],[0.00018568],[0.67903659]
[1424.05164901],[25.36118743],[0.01323721],[0.00017531],[0.71483978]
[1320.75127931],[24.73165599],[0.01377994],[0.00018997],[0.73339082]
[1553.99827824],[26.72360041],[0.01430786],[0.00020485],[0.64804185]
[1678.73826837],[27.36125724],[0.01519156],[0.00023102],[0.65372913]
[1563.19088491],[26.61774586],[0.014422],[0.00020807],[0.67531633]
[1582.38925526],[26.95624735],[0.01396455],[0.00019507],[0.66756084]
[1446.35189318],[25.53910002],[0.01337582],[0.00017896],[0.69896823]
[1651.40146696],[26.95934684],[0.0144483],[0.00020881],[0.63329246]
[1677.70806111],[27.43810896],[0.01382738],[0.00019123],[0.63553571]
[1117.57292953],[22.55081421],[0.01470249],[0.00021639],[0.77979379]
[868.61407884],[19.74643424],[0.01926378],[0.00037127],[0.72781351]
[1584.93326719],[27.71091723],[0.01541186],[0.0002489],[0.69473839]
[1550.85165895],[27.50679043],[0.01520356],[0.00023892],[0.70672973]
[1636.81812676],[28.26152892],[0.01395729],[0.00019878],[0.69399173]
[1594.43815902],[27.78662826],[0.01304589],[0.00017146],[0.692701]
[1533.03713646],[27.60531376],[0.01349951],[0.00018366],[0.69690793]
[1613.86203645],[28.3080099],[0.01232411],[0.00015252],[0.66203483]
[1156.30089718],[23.85366028],[0.01362193],[0.0001856],[0.5782714]
[1177.15208239],[24.58549268],[0.01309002],[0.00017143],[0.56763505]
[1718.26272752],[28.40056458],[0.01293484],[0.00016847],[0.66220707]
[1135.90150561],[24.07042311],[0.01358492],[0.00018456],[0.58854842]
[1234.48464191],[24.02836455],[0.01534152],[0.00023559],[0.61674653]
[1501.47585916],[26.5336187],[0.01437894],[0.0002084],[0.71009772]
[1543.02624095],[27.36072429],[0.01507708],[0.0002351],[0.68478883]
[1270.35199253],[24.88805971],[0.01291586],[0.00016692],[0.58881666]
[1319.2354484],[25.31593893],[0.01292155],[0.00016706],[0.57824522]
[1625.03578874],[28.34759828],[0.01257714],[0.00016027],[0.67252363]
[1340.31502197],[25.51016865],[0.01265678],[0.00016033],[0.59650373]
[1689.11856783],[29.11929247],[0.01265192],[0.00016149],[0.66124897]
[1223.6522996],[24.85365568],[0.01315972],[0.00017328],[0.57977494]
[1427.40205425],[26.01278438],[0.0135745],[0.0001858],[0.70772339]
[1688.64801224],[28.74424915],[0.01315234],[0.00017586],[0.67417172]
[1624.16972607],[28.15521541],[0.01413346],[0.00020426],[0.68030074]
[1641.50064519],[28.21507738],[0.01329308],[0.00017892],[0.67723768]
[1259.05759151],[24.14259191],[0.01350098],[0.00018263],[0.68905085]
[1288.20851227],[24.38272307],[0.01345963],[0.00018127],[0.54735051]
[2625.46055448],[34.74566015],[0.01262109],[0.00016341],[0.5884318]
[2423.23376395],[33.95402522],[0.0119086],[0.00014357],[0.63110543]
[2440.2029755],[33.16506259],[0.01201379],[0.00014585],[0.61460048]
[2136.10924329],[31.16427515],[0.01305847],[0.00017285],[0.70961867]
[2328.6875177],[32.23346524],[0.01275558],[0.00016495],[0.67570344]
[2748.18773833],[35.21053985],[0.01209343],[0.00014718],[0.56823712]
[2782.87778363],[35.23641466],[0.01213012],[0.00014821],[0.58151525]
[2827.04524499],[35.9474807],[0.0120865],[0.00014767],[0.58085701]
[2519.07488256],[34.24614593],[0.01187],[0.00014196],[0.58587521]
[2791.06417589],[35.5201592],[0.01276093],[0.00016416],[0.60409739]
[2369.21910785],[32.7665739],[0.01203779],[0.00014617],[0.62405208]
[2206.82254602],[32.34428717],[0.01203017],[0.00014608],[0.66528529]
[2706.94694998],[35.31758321],[0.01166933],[0.00013695],[0.56347059]
[2614.90126357],[34.68271401],[0.01224403],[0.00015085],[0.57348298]
[2340.17746635],[33.53344687],[0.01131047],[0.00012905],[0.61110146]
[2388.59087757],[33.379498],[0.01181585],[0.00014065],[0.58818569]
[1540.04989931],[26.70397958],[0.01416651],[0.00020135],[0.60307489]
[1590.44341131],[27.88303568],[0.01312414],[0.00017263],[0.60593502]
[1830.26981339],[28.370039],[0.0130641],[0.00017071],[0.51313266]
[1774.86033667],[28.49168464],[0.01273969],[0.00016314],[0.60181408]
[1773.04317437],[29.01005908],[0.01179942],[0.00013998],[0.63301935]
[1631.02446744],[28.2297978],[0.01316895],[0.00017377],[0.58417465]
[1909.78069408],[30.14579141],[0.0126973],[0.0001643],[0.62672464]
[1608.00552227],[28.08176591],[0.01132405],[0.00012833],[0.62785663]
[1520.61582368],[26.27923623],[0.01403854],[0.00019869],[0.62682201]
[1721.51497904],[28.84664773],[0.01144292],[0.00013106],[0.6070159]
[2084.25639414],[29.54543098],[0.01248504],[0.00015604],[0.68893502]
[2176.31092261],[30.04589571],[0.01181335],[0.00013971],[0.67412724]
[1899.22973101],[28.05030089],[0.01207738],[0.00014593],[0.69166252]
[2193.26555018],[30.25210018],[0.01225977],[0.00015032],[0.71179316]
[2137.47570453],[30.07845007],[0.01263125],[0.00015976],[0.67393202]
[2140.2844986],[29.07345808],[0.01352963],[0.00018315],[0.6591564]
[2132.62238202],[29.44058849],[0.01313593],[0.00017284],[0.67576548]
[1795.41882096],[27.33212254],[0.01402778],[0.000197],[0.75526881]
[1837.24735171],[27.31559582],[0.01267486],[0.00016068],[0.72999456]
[1728.11187935],[26.74335144],[0.0127833],[0.00016367],[0.75623968]
[2035.04921671],[28.73274015],[0.01295044],[0.0001678],[0.70376103]
[1733.00522183],[26.76128631],[0.01412672],[0.00019973],[0.75653334]
[1688.3894485],[26.54716193],[0.01259856],[0.00015887],[0.77088948]
[2083.25170088],[29.25396114],[0.01222234],[0.00014948],[0.69346942]
[1764.58761736],[27.08518223],[0.01239284],[0.00015385],[0.76003364]
[1698.07876643],[26.59122638],[0.01240002],[0.00015379],[0.76330526]
[1897.31034686],[27.87154546],[0.01248804],[0.00015603],[0.71104133]
[1795.07316943],[27.31959023],[0.01325704],[0.00017603],[0.73086975]
[1719.93505783],[26.94280659],[0.01252735],[0.0001572],[0.75791253]
[1857.66313325],[27.65910644],[0.01288223],[0.00016617],[0.74687851]
[1851.12585794],[27.68581345],[0.01262835],[0.00015967],[0.75081791]
[1372.70059788],[24.80714492],[0.01434499],[0.00020889],[0.60432114]
[616.56238439],[16.97962256],[0.01915605],[0.00036739],[0.82095074]
[1552.37707744],[26.844614],[0.01188226],[0.0001413],[0.54273894]
[664.41585594],[17.75053769],[0.01883904],[0.00035565],[0.81061875]
[1549.1090576],[26.7816798],[0.01346324],[0.00018287],[0.60336386]
[617.92757993],[17.12782136],[0.01891057],[0.00035812],[0.81724173]
[1433.60748748],[25.24453621],[0.01262363],[0.00015974],[0.55161073]
[674.16861469],[17.9300918],[0.01789268],[0.00032056],[0.81079996]
[1536.34338409],[25.95527541],[0.01515896],[0.00023001],[0.55254413]
[561.35682318],[16.59443514],[0.01885483],[0.00035562],[0.81644321]
[1696.49710788],[26.58112914],[0.02928065],[0.00090464],[0.64980209]
[1538.04760021],[25.67151249],[0.0206363],[0.0004371],[0.59578036]
[1450.60123076],[26.0527357],[0.01242945],[0.00015495],[0.6032057]
[1525.82723766],[26.51437651],[0.01294304],[0.00016821],[0.56617883]
[1425.48919391],[25.00010343],[0.01415488],[0.00020088],[0.59529453]
[1949.00802727],[32.68195636],[0.01080006],[0.00011778],[0.56911993]
