Contrast,Dissimilarity,Energy,ASM,Correlation
[1357.50812812],[24.91364704],[0.01506956],[0.0002273],[0.40801848]
[1166.34770148],[22.28695364],[0.01705323],[0.00029119],[0.41568439]
[1436.83125197],[26.22981517],[0.01335138],[0.00017838],[0.49238258]
[1382.07722411],[25.20566547],[0.01473356],[0.00021713],[0.50625931]
[1251.29552269],[24.33145641],[0.01384295],[0.00019166],[0.52719381]
[1469.78484577],[26.24255522],[0.01352238],[0.00018292],[0.43476162]
[1105.06180406],[21.91863744],[0.01625367],[0.00026433],[0.41465839]
[1360.48949551],[25.80386105],[0.01364433],[0.00018621],[0.39265925]
[1325.51276778],[25.41064164],[0.01348537],[0.00018193],[0.4146815]
[1184.4493373],[24.71312352],[0.01252147],[0.00015683],[0.58578842]
[1063.04934297],[22.43707736],[0.01437458],[0.00020679],[0.48778573]
[1268.33885362],[25.07550751],[0.01309706],[0.00017163],[0.49036664]
[1334.21420274],[25.86384221],[0.01301933],[0.00016954],[0.46778299]
[1302.95783416],[26.07690735],[0.01373261],[0.00019116],[0.72114613]
[1357.84329753],[26.8415263],[0.01305924],[0.00017212],[0.71151546]
[1283.1852806],[26.11104779],[0.01309041],[0.00017369],[0.72433053]
[1222.92543169],[25.91246411],[0.01236044],[0.00015285],[0.62396553]
[1304.56378859],[26.34947328],[0.01263313],[0.00016147],[0.71748959]
[1296.17209938],[26.35699365],[0.01244561],[0.00015563],[0.70814223]
[1203.32127533],[25.36846657],[0.013724],[0.0001885],[0.61437718]
[1455.71327291],[27.8188972],[0.01241041],[0.00015417],[0.66495047]
[1147.43218011],[24.55657346],[0.01418815],[0.00020137],[0.5970663]
[1379.7253826],[27.05387146],[0.01336933],[0.00017931],[0.69804577]
[1222.25060568],[25.74924153],[0.01220338],[0.00014998],[0.71881243]
[1092.60442716],[24.33177923],[0.01302572],[0.00016971],[0.61666089]
[1277.00724128],[26.19703607],[0.01183251],[0.00014038],[0.70820008]
[1278.58385431],[26.24516384],[0.01196425],[0.00014347],[0.71431768]
[1073.50716436],[24.42660519],[0.01269224],[0.00016119],[0.65967651]
[1158.78872461],[25.38145449],[0.01232154],[0.00015189],[0.63297248]
[1064.69035487],[24.02678608],[0.01340513],[0.00018005],[0.6759323]
[800.36112265],[18.01709657],[0.02862002],[0.00082004],[0.58234504]
[813.5523482],[18.00254955],[0.02866519],[0.00082538],[0.55936862]
[825.05574239],[18.02081332],[0.02952848],[0.00087609],[0.56298157]
[822.97648642],[18.05697131],[0.0286725],[0.00082732],[0.56349058]
[832.1591524],[18.23658112],[0.0275748],[0.00076356],[0.5438459]
[870.17881985],[18.45979437],[0.0270914],[0.00073548],[0.53315533]
[804.65214064],[17.8029507],[0.02675984],[0.00071727],[0.55488152]
[826.35948877],[18.01096043],[0.02588486],[0.00067061],[0.53993995]
[836.45602782],[17.89076148],[0.02679136],[0.00071831],[0.54325476]
[840.37404614],[18.12505956],[0.02601922],[0.00067744],[0.54226946]
[873.93318924],[18.80960786],[0.02384736],[0.00056878],[0.52201249]
[837.82059768],[18.56714902],[0.02396427],[0.00057445],[0.55899013]
[904.86879583],[21.3418853],[0.02190585],[0.00049969],[0.71674296]
[845.00988564],[21.64369561],[0.014622],[0.000214],[0.62022684]
[884.92686917],[21.97918102],[0.01537502],[0.00023654],[0.59281869]
[848.38679616],[21.16034882],[0.01673299],[0.00028225],[0.65478675]
[838.8309175],[20.77396299],[0.01768121],[0.00031451],[0.64218422]
[933.16394852],[22.46761289],[0.01587645],[0.00025362],[0.61363329]
[917.70633761],[22.24413254],[0.01663714],[0.00028059],[0.62069916]
[913.0557533],[22.215221],[0.01626214],[0.00026792],[0.61936742]
[914.05782092],[21.90994159],[0.01651228],[0.00027394],[0.59324592]
[888.11360911],[21.78471417],[0.01858365],[0.00035276],[0.5959051]
[944.26918093],[22.47963508],[0.01585327],[0.00025243],[0.58616607]
[913.43841119],[22.03506835],[0.01652836],[0.00027365],[0.56662765]
[933.55407344],[22.46227017],[0.01561468],[0.00024484],[0.58985659]
[900.61232932],[21.92855822],[0.01753296],[0.00031227],[0.58743796]
[916.28065813],[22.04123973],[0.01722198],[0.00030034],[0.59246662]
[933.99675681],[22.60090779],[0.01526909],[0.0002354],[0.61492369]
[930.45246713],[22.5402999],[0.01551037],[0.0002424],[0.60596096]
[842.57103135],[21.44726914],[0.01530905],[0.00023536],[0.63927601]
[789.32526472],[19.92583726],[0.02014239],[0.00041085],[0.65906892]
[1855.40841533],[30.53618457],[0.01192373],[0.00014301],[0.5676667]
[1904.45163709],[31.90198549],[0.01431161],[0.0002083],[0.60131674]
[1787.44029004],[30.94543225],[0.01121847],[0.00012592],[0.52428733]
[1835.64567012],[30.70598979],[0.01122875],[0.00012618],[0.58262653]
[1745.9236328],[29.88818106],[0.01320655],[0.00017513],[0.56844847]
[1677.67138297],[29.91770428],[0.01079511],[0.00011662],[0.54422223]
[1885.15873026],[31.82099314],[0.01078451],[0.00011639],[0.49592262]
[1715.46518013],[29.64938267],[0.01146083],[0.00013147],[0.56300092]
[1854.77532744],[30.71565025],[0.0109676],[0.00012044],[0.52318057]
[1598.2996997],[28.83278395],[0.01153666],[0.00013323],[0.55802012]
[1961.65292683],[31.21942298],[0.01259319],[0.00015908],[0.52899769]
[1600.067017],[28.65324796],[0.01251416],[0.00015688],[0.56848187]
[2432.82260658],[35.8625087],[0.01162319],[0.00013679],[0.48652582]
[2353.16844597],[35.2393603],[0.0113087],[0.00012926],[0.49782239]
[1728.32571435],[29.85941055],[0.01132478],[0.0001284],[0.55226314]
[1950.14219236],[32.24401599],[0.01091792],[0.00011979],[0.56900616]
[1659.18320631],[29.20287614],[0.0113907],[0.00012993],[0.5499863]
[1781.22063543],[29.87787283],[0.01155251],[0.00013372],[0.5465926]
[1586.90605489],[28.30861893],[0.01236904],[0.00015319],[0.5875705]
[947.03581575],[23.21922197],[0.01212399],[0.00014718],[0.61339053]
[980.52538802],[23.11812261],[0.01245287],[0.00015509],[0.60298305]
[975.51984634],[22.75402614],[0.0138951],[0.00019438],[0.63016406]
[998.88469845],[23.11867729],[0.01282743],[0.00016471],[0.59864299]
[1361.07089769],[26.48561497],[0.01168332],[0.00013653],[0.51948981]
[783.56574354],[21.39309528],[0.01298334],[0.00016884],[0.64667749]
[884.19291153],[21.57823713],[0.01603507],[0.00026388],[0.67344769]
[714.34895491],[19.2934815],[0.01941773],[0.00038453],[0.74533723]
[1069.9700016],[23.48930051],[0.01358171],[0.00018509],[0.60375114]
[1218.11342203],[24.6369826],[0.01299175],[0.00016902],[0.58393699]
[716.58598017],[19.61140897],[0.01405428],[0.0001976],[0.73365767]
[797.73389225],[21.49147416],[0.01326236],[0.00017647],[0.65074335]
[959.72278849],[23.08176072],[0.01313048],[0.00017246],[0.6402297]
[993.29002068],[21.40547384],[0.01549912],[0.00024037],[0.67869734]
[1155.99831153],[23.55419956],[0.01406449],[0.00019863],[0.70964645]
[1035.86694107],[22.24951656],[0.01492519],[0.00022287],[0.65966423]
[1002.85098692],[21.74379935],[0.01554857],[0.00024183],[0.65044298]
[1030.38407574],[22.05846738],[0.01587107],[0.00025191],[0.66158783]
[1049.96923263],[21.85202493],[0.01585979],[0.00025158],[0.64400234]
[1095.98836769],[22.76324601],[0.01445116],[0.00020893],[0.64996756]
[1037.74109565],[22.14484034],[0.01536726],[0.00023626],[0.62604616]
[941.28581266],[21.34633585],[0.01645085],[0.00027075],[0.69355308]
[970.62428801],[21.6479751],[0.01620572],[0.00026274],[0.67196567]
[812.47742155],[18.64470173],[0.03444047],[0.00118688],[0.51957857]
[817.42106171],[19.09453921],[0.01772433],[0.00031472],[0.42108085]
[789.06259293],[19.09570297],[0.01916869],[0.00036782],[0.46689789]
[831.39403926],[19.94616433],[0.01692119],[0.00028658],[0.51554909]
[925.81837621],[21.30780065],[0.01636646],[0.00026803],[0.3608023]
[852.46208771],[19.29730739],[0.02193577],[0.0004816],[0.46496075]
[758.79313475],[18.72902196],[0.01842532],[0.00033956],[0.45165938]
[808.60551143],[19.03481413],[0.02261395],[0.00051231],[0.43093453]
[827.64984877],[18.62153121],[0.02430281],[0.00059134],[0.49622808]
[714.03093691],[18.10554741],[0.0230309],[0.00053121],[0.53672431]
[746.2779522],[17.98766765],[0.02658035],[0.00070733],[0.51877066]
[716.85172315],[17.70790802],[0.02525557],[0.00063878],[0.46956642]
[946.73004574],[21.64959686],[0.01555382],[0.00024319],[0.50206786]
[927.35685889],[21.57250238],[0.01520542],[0.00023247],[0.50064287]
[860.1354223],[20.72905467],[0.01568317],[0.00024725],[0.54105377]
[732.90252687],[18.27904413],[0.01848581],[0.00034201],[0.43677487]
[773.76187758],[18.92105618],[0.01803451],[0.0003271],[0.5611819]
[750.60071809],[18.79880176],[0.01779796],[0.00031801],[0.54792178]
[806.66199153],[19.89448813],[0.0154393],[0.0002386],[0.48952759]
[824.35183427],[20.14065565],[0.01679482],[0.00028415],[0.5326169]
[768.27019425],[19.40693317],[0.0161295],[0.00026047],[0.5009202]
[939.49576904],[21.70434274],[0.01590393],[0.00025455],[0.52566969]
[641.98179374],[17.36493565],[0.02102483],[0.00045012],[0.62269457]
[746.75363284],[18.63315341],[0.0179047],[0.00032249],[0.55899]
[701.81265624],[17.35174119],[0.02057936],[0.00042527],[0.5867743]
[947.35696609],[21.85590552],[0.01614494],[0.00026366],[0.51238134]
[783.03725942],[19.96358732],[0.01491562],[0.00022259],[0.50075136]
[868.1017959],[20.74987465],[0.01723537],[0.00029865],[0.52944182]
[813.16862547],[20.16472443],[0.0149107],[0.00022256],[0.50156832]
[783.56822304],[19.35914134],[0.01879167],[0.00035616],[0.55042993]
[772.79260258],[19.11555322],[0.01765563],[0.00031288],[0.55313019]
[731.32277779],[18.30322099],[0.01782496],[0.00031795],[0.53624093]
[640.07713472],[17.84832939],[0.01714194],[0.00029399],[0.5898365]
[884.68862101],[21.32390956],[0.01452354],[0.00021161],[0.52284293]
[940.15112315],[21.67097541],[0.01476016],[0.00021856],[0.4965733]
[799.02801152],[19.78594032],[0.01551344],[0.00024099],[0.53574578]
[953.70719894],[21.68946122],[0.01580029],[0.0002516],[0.51305823]
[1667.62813695],[28.50318876],[0.0131285],[0.00017259],[0.42693572]
[1099.96577551],[22.96732774],[0.01516006],[0.00022998],[0.42649429]
[1773.8814624],[29.42941012],[0.01220778],[0.00014913],[0.37602537]
[1724.62115753],[29.00485443],[0.0119907],[0.0001439],[0.36563797]
[1545.0141682],[28.02172968],[0.0123791],[0.00015338],[0.48227927]
[1843.26706287],[30.2514911],[0.01159469],[0.0001345],[0.46640733]
[2288.43767702],[33.14063423],[0.01149444],[0.00013217],[0.43710302]
[2346.43704633],[33.63160588],[0.0113468],[0.00012879],[0.42911167]
[1196.63534542],[23.76196441],[0.01441003],[0.0002079],[0.42551534]
[1619.55572617],[28.40049446],[0.01226381],[0.00015048],[0.43226439]
[1774.45621866],[30.23924317],[0.01151659],[0.00013268],[0.4419097]
[1270.16418217],[25.61013857],[0.01277447],[0.00016327],[0.47707185]
[1086.94355737],[22.67302365],[0.01471911],[0.000217],[0.54078643]
[1298.67307672],[25.2588003],[0.01256059],[0.00015779],[0.64801941]
[1139.24374387],[22.84968617],[0.01483351],[0.00022065],[0.52759239]
[961.25082843],[21.493337],[0.01463642],[0.0002151],[0.5749138]
[947.51961437],[21.07375524],[0.01489938],[0.00022256],[0.57902458]
[1328.54961015],[25.13257848],[0.01432959],[0.00020554],[0.60421207]
[1473.00585694],[26.49387805],[0.01332534],[0.0001777],[0.5783613]
[1514.50726605],[26.68756269],[0.01444706],[0.00020914],[0.58408393]
[1352.24714652],[25.67037593],[0.01245356],[0.00015526],[0.63560206]
[1311.59839934],[25.21402927],[0.01293846],[0.00016752],[0.63501415]
[1402.26083503],[25.99447534],[0.01345344],[0.00018113],[0.59906876]
[1516.26112737],[26.82766539],[0.01404547],[0.00019754],[0.58399823]
[1284.60015119],[24.90967388],[0.01297365],[0.0001684],[0.61729415]
[1449.42308382],[26.6515291],[0.01386502],[0.00019231],[0.59000921]
[1088.4412251],[22.22409468],[0.01498877],[0.00022513],[0.48968642]
[1295.69034647],[25.10651991],[0.01275757],[0.00016287],[0.60633944]
[990.18980969],[21.15355739],[0.0153356],[0.00023584],[0.50118847]
[1098.5450478],[22.27164454],[0.01549938],[0.00024083],[0.45644599]
[1039.59365119],[21.79523042],[0.01554947],[0.00024217],[0.50480952]
[1141.34394322],[23.33879056],[0.01393692],[0.00019474],[0.52405585]
[1257.43365192],[24.42811369],[0.01452645],[0.00021227],[0.65391855]
[1038.55489914],[24.1910963],[0.01291134],[0.00016679],[0.65038926]
[1025.32710157],[24.25931767],[0.01269613],[0.00016126],[0.68869684]
[1175.32285226],[24.82750811],[0.01514737],[0.00023093],[0.77441367]
[1015.96140497],[23.44952392],[0.01624453],[0.00026475],[0.72543188]
[994.17608966],[23.42029423],[0.01365286],[0.00018644],[0.64908536]
[1060.58612896],[24.34587891],[0.0129785],[0.0001685],[0.6700464]
[1014.38479677],[23.39516269],[0.01453792],[0.00021167],[0.70116785]
[1006.21832727],[23.30932964],[0.01581322],[0.00025081],[0.73983565]
[1236.55284832],[25.46668881],[0.01392364],[0.00019598],[0.74985838]
[987.56246129],[23.08959188],[0.01498742],[0.00022468],[0.66817241]
[1059.88474985],[23.96054578],[0.01600563],[0.00025712],[0.66416107]
[1339.59130124],[26.50223344],[0.01411696],[0.00020181],[0.73500037]
[1196.655581],[25.10176766],[0.01434275],[0.00020713],[0.77076958]
[1086.40627692],[23.49722931],[0.01657443],[0.00027681],[0.79306391]
[1504.81639442],[29.39586616],[0.01021929],[0.00010447],[0.64851999]
[1521.05457089],[29.28278446],[0.01046098],[0.00010947],[0.66094931]
[1537.47810085],[29.59650186],[0.01017451],[0.00010353],[0.64541952]
[1603.34552677],[29.95657301],[0.01053467],[0.00011099],[0.65276163]
[1656.77902404],[30.45493538],[0.01011227],[0.00010228],[0.61974399]
[1457.79362241],[28.77724358],[0.01048238],[0.00010989],[0.66163913]
[1527.61918183],[29.41318808],[0.01040107],[0.0001082],[0.65415934]
[1576.06619852],[29.86493986],[0.01048282],[0.00010991],[0.65325038]
[1487.97281064],[29.06103141],[0.0101142],[0.00010233],[0.64733099]
[1731.56675864],[30.9420172],[0.0109546],[0.00012004],[0.64360508]
[1500.87870785],[28.79400722],[0.01071835],[0.00011494],[0.68281986]
[1459.04288307],[28.58715233],[0.01052036],[0.00011071],[0.6770708]
[1366.87612809],[27.97094431],[0.01026698],[0.00010542],[0.67552206]
[1490.37547156],[28.69886646],[0.01041006],[0.00010838],[0.66022756]
[1491.25057445],[29.03465969],[0.01019901],[0.00010403],[0.67451472]
[1571.0303743],[29.7846158],[0.01040634],[0.00010833],[0.66373821]
[1437.04845011],[28.38185021],[0.01049156],[0.00011009],[0.68679538]
[1370.62616158],[27.86793386],[0.01038842],[0.00010795],[0.68247284]
[1270.84141945],[24.04752505],[0.01686053],[0.00028437],[0.56280859]
[1297.39434598],[24.4548151],[0.01605577],[0.00025798],[0.55402706]
[1804.21100207],[28.14644895],[0.01520481],[0.00023164],[0.51582927]
[1431.65646303],[26.10542371],[0.01350389],[0.00018265],[0.58319522]
[1988.9754388],[28.75431743],[0.01571826],[0.00024741],[0.56198853]
[2042.46151409],[29.32394659],[0.01414393],[0.00020057],[0.41877332]
[2134.33931368],[29.74262739],[0.015984],[0.00025602],[0.50430168]
[1930.35947903],[28.70734726],[0.01631089],[0.00026722],[0.53066442]
[1857.92917748],[28.77913766],[0.01536698],[0.00023673],[0.59936228]
[1282.2122338],[24.17081195],[0.01621737],[0.0002634],[0.6292687]
[1180.66298742],[23.66016188],[0.01628718],[0.00026633],[0.61304307]
[1280.32666319],[23.85033028],[0.01720134],[0.00029656],[0.64305125]
[1158.07307398],[23.71747502],[0.01590605],[0.00025382],[0.6266992]
[1093.80039836],[22.77965167],[0.01589635],[0.00025341],[0.65158574]
[1340.16101012],[24.71545413],[0.01477087],[0.00021877],[0.5713569]
[1791.53134259],[27.78164414],[0.01540876],[0.0002378],[0.54024163]
[1388.32803735],[25.32370289],[0.0156212],[0.00024471],[0.71010493]
[1786.59297201],[28.63083811],[0.01467192],[0.00021587],[0.4705919]
[1747.65207794],[28.32512622],[0.01465301],[0.00021529],[0.46554795]
[1304.63908974],[24.77129493],[0.01558619],[0.00024394],[0.5674335]
[1153.62267551],[23.48453762],[0.01556163],[0.00024274],[0.65740498]
[1123.59257862],[23.25680463],[0.01597808],[0.00025585],[0.64932862]
[1365.26702886],[24.80713816],[0.0165345],[0.00027434],[0.61467494]
[1179.71010577],[23.43331721],[0.01671926],[0.0002802],[0.64691819]
[1229.30122851],[23.77025697],[0.01743687],[0.00030456],[0.61803539]
[1780.06517988],[27.9530551],[0.01492722],[0.00022337],[0.60736634]
[1888.84566972],[27.7585614],[0.01667298],[0.00027897],[0.53841415]
[1727.82015034],[26.75620573],[0.01559914],[0.00024408],[0.51111842]
[1791.35885955],[27.71997134],[0.01607006],[0.00025894],[0.58133959]
[1525.27096973],[25.13102819],[0.01618618],[0.00026235],[0.52555875]
[1302.48618277],[24.47397465],[0.01593965],[0.0002551],[0.60735259]
[753.58406672],[20.54592181],[0.01411678],[0.00020042],[0.72025447]
[838.66876119],[21.27072708],[0.01416234],[0.00020124],[0.67064547]
[730.65696177],[19.97163813],[0.01457508],[0.00021271],[0.72856196]
[818.46405315],[21.06930377],[0.01346728],[0.00018214],[0.67978725]
[817.69083421],[21.13321577],[0.01393458],[0.00019492],[0.6753802]
[793.98715599],[20.89268573],[0.01376948],[0.0001901],[0.70923075]
[741.52146308],[20.46213562],[0.01313037],[0.00017251],[0.65070098]
[760.68233369],[20.54494785],[0.01327927],[0.00017643],[0.65658277]
[818.42187716],[20.9756168],[0.01470952],[0.00021754],[0.66496383]
[778.15271516],[20.50218935],[0.01591287],[0.00025471],[0.68771685]
[794.0775773],[20.97521524],[0.01429845],[0.00020566],[0.7038923]
[748.58435624],[20.03723027],[0.01637532],[0.00026894],[0.7251513]
[695.06279237],[19.7149413],[0.01390082],[0.00019348],[0.64916744]
[771.71953597],[20.21765237],[0.01695297],[0.0002884],[0.71354078]
[750.56882199],[20.3406052],[0.01531557],[0.00023873],[0.71142403]
[1280.25888818],[25.10249289],[0.01422739],[0.00020345],[0.74081241]
[1497.31380209],[26.23498826],[0.0131571],[0.00017375],[0.73858908]
[1326.37449635],[25.2311173],[0.01464501],[0.00021521],[0.73077809]
[1512.78858272],[26.90603326],[0.01407201],[0.0001981],[0.74494687]
[1715.86535083],[28.48384833],[0.01265144],[0.00016034],[0.71256887]
[1276.20612919],[24.22954674],[0.02365771],[0.00056077],[0.78326868]
[1320.84174628],[24.94950152],[0.01821428],[0.00033912],[0.73059378]
[1310.82785962],[25.46618417],[0.01831345],[0.0003418],[0.7588434]
[1394.33183342],[25.63822046],[0.01870829],[0.00035904],[0.73832688]
[1448.95561014],[25.56113069],[0.02015873],[0.00040901],[0.68940332]
[1359.13365446],[25.7708828],[0.01575476],[0.00024983],[0.75633034]
[1365.34914761],[26.16546756],[0.01269006],[0.00016195],[0.77838945]
[1351.85548371],[25.37548441],[0.01359686],[0.00018524],[0.78451309]
[1364.64844758],[26.26390103],[0.01415825],[0.00020161],[0.76164185]
[1265.16600939],[24.86166031],[0.01790453],[0.00032404],[0.76008865]
[1551.90192358],[26.84559231],[0.01306559],[0.00017126],[0.75401009]
[1996.34924967],[30.93876222],[0.01295373],[0.00016841],[0.50139837]
[1858.28629441],[29.70107988],[0.01332902],[0.00017899],[0.50540634]
[1754.48707155],[28.24408715],[0.01424427],[0.00020469],[0.48705592]
[1872.30016928],[29.22451163],[0.01403112],[0.00019884],[0.47613333]
[1842.8477982],[28.81765378],[0.0141039],[0.00019995],[0.43645325]
[2150.56577709],[32.23435273],[0.01223528],[0.00015013],[0.50544501]
[2103.47466756],[31.64509878],[0.01206531],[0.00014585],[0.48195601]
[2031.68813967],[29.82441593],[0.01388924],[0.00019398],[0.44490848]
[1948.70817504],[29.71853482],[0.01359834],[0.00018582],[0.45600099]
[1622.68968772],[26.96678055],[0.01434005],[0.00020665],[0.45697286]
[1581.75409925],[26.52045917],[0.01457264],[0.00021313],[0.45127557]
[1492.45519485],[26.20652566],[0.01433803],[0.00020699],[0.49048742]
[1015.67511475],[21.87251211],[0.01876378],[0.0003524],[0.31012943]
[813.89586164],[19.15131664],[0.02129737],[0.0004541],[0.33741274]
[923.828538],[20.42291375],[0.01870196],[0.00035043],[0.32397145]
[1182.22889294],[23.54780905],[0.01645923],[0.00027119],[0.31765762]
[855.30130028],[19.42095863],[0.02063743],[0.0004267],[0.40945631]
[1243.79200122],[23.95681178],[0.01571476],[0.00024707],[0.39757078]
[1224.8112537],[23.74681523],[0.01634292],[0.0002677],[0.38469546]
[988.47137246],[21.49215896],[0.01659929],[0.00027577],[0.50504406]
[862.5124907],[19.27288109],[0.01864745],[0.00034776],[0.53874073]
[940.37243079],[20.1365198],[0.01853426],[0.00034364],[0.51224702]
[831.99048884],[18.72531917],[0.02138548],[0.00045983],[0.42548781]
[870.79900107],[19.23282395],[0.01965729],[0.00038721],[0.39441273]
[788.64566061],[18.29769716],[0.02077961],[0.00043341],[0.44235318]
[1565.10004914],[26.65503987],[0.01603717],[0.00025746],[0.46335067]
[1712.7062405],[28.75211443],[0.01373859],[0.00018917],[0.38880233]
[1586.3347461],[27.07346258],[0.01530998],[0.00023448],[0.48556676]
[1535.49569489],[26.39056001],[0.01609938],[0.00025929],[0.47974679]
[1489.06719107],[25.75225231],[0.01636214],[0.00026776],[0.52844809]
[1497.46634318],[26.07344651],[0.01569995],[0.00024663],[0.48807462]
[1534.00167552],[26.43842513],[0.01516208],[0.00023005],[0.48928267]
[1602.12122152],[27.0964641],[0.01532036],[0.00023492],[0.50742064]
[1529.85656434],[26.42496061],[0.01603632],[0.00025735],[0.51110902]
[1439.96942266],[25.37332962],[0.01654287],[0.00027375],[0.50435884]
[1555.99248434],[26.71325766],[0.01566692],[0.00024553],[0.49742077]
[1687.91996476],[27.60906974],[0.01572967],[0.00024756],[0.45707902]
[1663.59495262],[27.90576767],[0.01514748],[0.0002296],[0.47331846]
[1546.8279849],[26.38467962],[0.01615361],[0.00026112],[0.50413111]
[1490.06325293],[26.11619356],[0.01569537],[0.0002464],[0.51212874]
[1636.45768273],[26.49267133],[0.01671565],[0.00027947],[0.46494719]
[1498.62043891],[26.45067515],[0.01517263],[0.00023024],[0.50308132]
[1680.90537907],[28.58729624],[0.01453241],[0.00021797],[0.50505168]
[1536.67474722],[26.47577973],[0.01544277],[0.00023871],[0.48155668]
[1608.44158023],[27.66818403],[0.01498296],[0.00022482],[0.43857894]
[1512.61950572],[25.87062564],[0.0170414],[0.00029056],[0.52232789]
[1366.73854295],[25.79336862],[0.01501207],[0.00022544],[0.48754479]
[1424.29246762],[26.00264498],[0.0149352],[0.0002231],[0.49619575]
[3171.76680033],[35.43386364],[0.01398492],[0.00019668],[0.62831629]
[2335.12048441],[31.53397093],[0.01707029],[0.00029753],[0.65215964]
[2989.38346127],[35.05343188],[0.01445431],[0.00021086],[0.6607888]
[3226.88846985],[36.09700996],[0.01332641],[0.00017878],[0.61986673]
[3334.15072052],[36.89702936],[0.01413322],[0.00020129],[0.61079721]
[3532.96887784],[37.94060385],[0.01333802],[0.00017858],[0.58277177]
[3210.91129809],[35.61665706],[0.01400296],[0.00019811],[0.63115141]
[3145.9624226],[35.50447408],[0.01428146],[0.00020451],[0.63936719]
[3449.18275213],[36.53419483],[0.01531026],[0.00024083],[0.70034215]
[2865.06480352],[32.68093054],[0.0153005],[0.00023605],[0.67597545]
[2583.99385531],[31.16888754],[0.01572101],[0.00024964],[0.72013525]
[3258.39674545],[36.09527017],[0.01525098],[0.00023756],[0.61932402]
[538.70900812],[17.68676913],[0.01455152],[0.00021192],[0.75850257]
[425.75009362],[15.81299377],[0.01510075],[0.00022886],[0.80344728]
[430.9869565],[15.88811534],[0.01542123],[0.0002389],[0.79141966]
[427.50603849],[15.77385886],[0.01544771],[0.00023965],[0.81130661]
[404.30109929],[15.35370576],[0.0154371],[0.00023976],[0.80203173]
[455.60477857],[15.90452214],[0.01555515],[0.00024225],[0.76470533]
[377.44621487],[14.99129078],[0.01577469],[0.00024927],[0.80881602]
[389.54735125],[15.16872745],[0.01543294],[0.00023921],[0.80632386]
[372.78218004],[14.78554034],[0.01569475],[0.00024713],[0.79302938]
[459.9098143],[15.85251439],[0.01558289],[0.0002434],[0.74341839]
[440.76877881],[15.6876148],[0.01517547],[0.00023117],[0.80657482]
[437.43900549],[16.47129657],[0.01422314],[0.00020257],[0.79610428]
[420.7443624],[16.07462655],[0.0150041],[0.00022572],[0.8030023]
[316.88228551],[13.95261012],[0.01581089],[0.00025038],[0.82532507]
[291.21448178],[13.20995605],[0.01800491],[0.00032528],[0.83841624]
[362.46350425],[14.61510607],[0.01539131],[0.0002377],[0.81014165]
[395.46441733],[15.10357899],[0.01517682],[0.00023111],[0.81070632]
[323.06984075],[13.93365889],[0.01609299],[0.00026022],[0.84671094]
[371.61252627],[14.62226763],[0.01636537],[0.00026889],[0.8107282]
[510.14192381],[17.4335382],[0.01457991],[0.00021283],[0.77193546]
[513.95902168],[17.40697022],[0.01420667],[0.00020219],[0.76147931]
[341.67707286],[14.29897553],[0.01744252],[0.00030479],[0.82503381]
[1621.39790268],[28.45615205],[0.0149769],[0.00022537],[0.57279677]
[1232.0688243],[24.47400598],[0.01503152],[0.00022632],[0.43552556]
[1574.35814196],[27.87746126],[0.01520824],[0.00023279],[0.62657401]
[1771.63612169],[28.51468174],[0.01831417],[0.00033685],[0.63660552]
[1554.42012019],[27.85457161],[0.01832118],[0.00033881],[0.58078064]
[1356.56415721],[25.92044534],[0.02001063],[0.00040993],[0.63756312]
[1787.7274336],[29.29290214],[0.01223684],[0.00015027],[0.58286134]
[1338.36383696],[25.90526661],[0.01434268],[0.00020579],[0.44307561]
[1446.18718534],[25.7633608],[0.01890895],[0.00036024],[0.70412338]
[1461.28575526],[26.54763963],[0.01678413],[0.00028405],[0.66448781]
[1597.94331787],[27.77672064],[0.01777331],[0.00031905],[0.61171945]
[1707.01009731],[29.34822289],[0.01364742],[0.00018681],[0.56617033]
[1458.29859653],[26.78485463],[0.01415666],[0.00020219],[0.66614267]
[1311.70012281],[25.1165421],[0.01527562],[0.00023356],[0.48485393]
[2199.8549561],[32.27108004],[0.01872335],[0.00035587],[0.54188287]
[1267.80118582],[25.19339197],[0.01406436],[0.00019795],[0.44773532]
[1721.04614595],[29.60675258],[0.01368575],[0.00018732],[0.6425681]
[1674.30680549],[28.51255207],[0.01447357],[0.00021001],[0.678523]
[2038.09475984],[31.37996747],[0.01575464],[0.0002604],[0.71749127]
[2021.20086454],[31.45161556],[0.01501919],[0.00023612],[0.7184639]
[1658.23495029],[28.69470516],[0.01297524],[0.0001684],[0.64484876]
[2015.51041168],[31.50445831],[0.01348221],[0.000185],[0.7170674]
[1905.84048672],[30.81876615],[0.01280371],[0.00016662],[0.72577206]
[2062.37962494],[31.92345656],[0.01272079],[0.00016452],[0.69603108]
[2108.910052],[32.26705994],[0.01317407],[0.00017633],[0.69478878]
[2050.10813877],[31.70268601],[0.01296906],[0.00016923],[0.70725706]
[2021.70915378],[31.47350294],[0.01287718],[0.00016642],[0.71476478]
[1688.02998221],[29.08553507],[0.01315241],[0.000173],[0.64430522]
[2029.4196932],[31.59619896],[0.01401647],[0.00019947],[0.7253609]
[2035.66392881],[31.59692536],[0.01359749],[0.00018761],[0.72205778]
[1833.54430149],[29.36320267],[0.01508035],[0.00022774],[0.66542679]
[1615.07910723],[27.94556676],[0.01514145],[0.00022955],[0.71669078]
