Contrast,Dissimilarity,Energy,ASM,Correlation
[853.75918373],[18.32257485],[0.02405903],[0.00058023],[0.84179677]
[1014.21079768],[19.46144117],[0.02164536],[0.00046988],[0.81139241]
[813.90761426],[18.07792713],[0.02382148],[0.00056958],[0.84345997]
[1128.48732728],[20.44648025],[0.02541755],[0.00064708],[0.84013801]
[1019.310911],[19.51047529],[0.02262913],[0.00051315],[0.81109695]
[917.95572857],[18.64194447],[0.02241673],[0.00050356],[0.88511735]
[1058.42229453],[19.74567369],[0.02203979],[0.00048712],[0.80757476]
[1057.06071824],[19.88409961],[0.02457628],[0.00060533],[0.8480641]
[1005.56791742],[19.18856801],[0.03165601],[0.00100656],[0.83729517]
[888.31456145],[18.11758259],[0.06054146],[0.00372522],[0.85035572]
[132.89163133],[8.43549631],[0.02101735],[0.0004428],[0.87006545]
[801.52524295],[17.68658116],[0.03308971],[0.00110889],[0.83962041]
[903.71484976],[18.90218308],[0.03135401],[0.0009895],[0.84670483]
[958.52581125],[18.39549667],[0.06562],[0.00435639],[0.84314215]
[865.20163115],[17.98408756],[0.02857881],[0.00082051],[0.85427644]
[979.66033829],[19.51497812],[0.04213575],[0.00180081],[0.83881583]
[850.34322252],[17.82953427],[0.02367489],[0.00056219],[0.83216781]
[1039.20394219],[20.20159397],[0.01879382],[0.00035462],[0.86102179]
[1074.72828203],[20.56404961],[0.01740104],[0.00030368],[0.86367754]
[916.95625521],[18.49329923],[0.0253458],[0.00064363],[0.82566091]
[620.93802039],[17.63741455],[0.01485459],[0.00022184],[0.87676226]
[219.72038814],[10.48167328],[0.01881279],[0.00035469],[0.85579981]
[714.24399495],[18.80928425],[0.01843108],[0.00034053],[0.84698296]
[694.98943145],[18.2224086],[0.01936209],[0.00037593],[0.85134786]
[650.68879381],[17.66516371],[0.01527715],[0.00023392],[0.8445006]
[687.45715081],[17.91982979],[0.01555428],[0.00024245],[0.84490317]
[683.70603517],[17.92203315],[0.01566696],[0.00024601],[0.84965926]
[609.46480928],[16.73625967],[0.01501924],[0.00022652],[0.85178799]
[723.20894206],[18.47896187],[0.01635957],[0.00026828],[0.83486732]
[727.56370692],[18.25923459],[0.01481502],[0.0002204],[0.82180872]
[650.48723123],[17.47535753],[0.01528823],[0.00023414],[0.85935103]
[733.29742588],[18.72403337],[0.01560312],[0.00024388],[0.8373791]
[290.15593954],[12.00310501],[0.01818136],[0.00033178],[0.84027929]
[658.57909047],[17.49245118],[0.01526042],[0.00023328],[0.86502095]
[777.29646322],[19.05196339],[0.01800827],[0.00032489],[0.87081703]
[698.55401057],[17.94700507],[0.01488253],[0.00022213],[0.82391684]
[670.87184464],[17.47886987],[0.01561311],[0.00024459],[0.84040112]
[660.63352486],[17.9287687],[0.01394315],[0.00019491],[0.86876817]
[690.78911919],[17.88915945],[0.01558696],[0.00024393],[0.85823806]
[948.53718403],[18.78785039],[0.01837926],[0.00033825],[0.78725437]
[774.58487687],[17.56221499],[0.01739082],[0.00030299],[0.83063221]
[782.68192146],[17.70327621],[0.01662292],[0.00027695],[0.83385818]
[867.53253589],[18.30170954],[0.01719918],[0.00029666],[0.8215279]
[377.10051066],[13.66665664],[0.01665524],[0.00027802],[0.8170352]
[848.65090312],[18.63934078],[0.01471726],[0.00021686],[0.84782034]
[839.02030153],[18.34210963],[0.01751052],[0.00030713],[0.8093874]
[758.23370041],[16.8997219],[0.01655845],[0.00027446],[0.85453005]
[907.01085575],[19.03476],[0.01573543],[0.00024795],[0.81483058]
[887.51620443],[17.88295128],[0.02003942],[0.00040294],[0.80986227]
[883.5489483],[18.79698059],[0.01703433],[0.00029068],[0.80666451]
[841.60920763],[17.75733638],[0.01631056],[0.00026655],[0.85339704]
[810.15775582],[17.43469164],[0.01816272],[0.00033042],[0.82760855]
[882.39927157],[18.21944646],[0.02078953],[0.00043345],[0.80737568]
[896.68818222],[19.14193911],[0.01648887],[0.00027236],[0.8164861]
[376.89252827],[13.4432128],[0.01717687],[0.00029581],[0.81765626]
[754.06096459],[16.98799518],[0.01813825],[0.00032987],[0.82907586]
[732.20640825],[16.76519565],[0.01850052],[0.00034287],[0.86192669]
[504.72000451],[15.25616612],[0.01704861],[0.00029085],[0.74077974]
[577.61676062],[16.51512303],[0.01499801],[0.00022513],[0.74803417]
[638.84667423],[17.04007982],[0.01529522],[0.00023403],[0.72912837]
[613.27866938],[16.84359605],[0.01562772],[0.00024447],[0.72612821]
[573.85883381],[16.30695923],[0.01500287],[0.00022529],[0.74517491]
[529.71907645],[16.07070088],[0.01508082],[0.00022752],[0.76984599]
[588.20847553],[16.57282057],[0.01580134],[0.00024985],[0.72756878]
[562.91638347],[15.62791324],[0.01775108],[0.00031568],[0.71647645]
[320.83148599],[12.50085732],[0.01899663],[0.00036296],[0.83607174]
[527.95438625],[15.83304303],[0.01624184],[0.00026391],[0.72232256]
[524.2760246],[15.58778375],[0.01639585],[0.00026895],[0.73920223]
[545.71116871],[15.56940872],[0.01666521],[0.0002779],[0.74159093]
[511.0125876],[15.25971774],[0.01653517],[0.00027393],[0.76144891]
[580.28527839],[16.45855624],[0.01515333],[0.00022987],[0.73057263]
[606.41552095],[16.42881118],[0.0155093],[0.0002409],[0.71953452]
[493.9494592],[15.16758798],[0.01737786],[0.00030232],[0.73874302]
[542.61292823],[16.03579741],[0.01613295],[0.00026044],[0.73267336]
[526.09332974],[15.50394224],[0.01671257],[0.00027953],[0.76684435]
[581.81208667],[16.17721448],[0.01917107],[0.00036826],[0.72253874]
[358.76616218],[13.41120747],[0.01753481],[0.00030852],[0.83944217]
[564.4868311],[16.1342452],[0.01645649],[0.00027108],[0.71852077]
[631.15888371],[16.90755906],[0.0165248],[0.00027329],[0.6641005]
[532.57315907],[15.91094617],[0.01728711],[0.00029925],[0.76316878]
[543.91417185],[15.75838666],[0.01762401],[0.00031083],[0.74834397]
[620.12825103],[16.82649245],[0.01470085],[0.00021643],[0.71672657]
[515.01472072],[15.410591],[0.0162057],[0.000263],[0.75995541]
[503.09530995],[15.20440104],[0.01690501],[0.00028602],[0.75819538]
[565.20707761],[16.10504519],[0.01613741],[0.00026062],[0.73807619]
[497.64548191],[14.52042669],[0.01923471],[0.00037036],[0.75134783]
[459.9436666],[14.6813652],[0.01690226],[0.00028587],[0.76427059]
[393.14155583],[13.8693149],[0.01811423],[0.00032903],[0.82752737]
[508.02852964],[15.4655538],[0.01598354],[0.00025574],[0.7281096]
[422.9731271],[13.24698691],[0.02018243],[0.00040775],[0.75269172]
[742.87555671],[18.53915202],[0.01403796],[0.00019738],[0.77652816]
[461.11879398],[14.26770068],[0.01707355],[0.00029174],[0.77627381]
[557.5452827],[16.46791361],[0.01478678],[0.00021887],[0.74203234]
[520.26026435],[14.7935437],[0.01898535],[0.00036108],[0.74856332]
[483.13161739],[15.39206496],[0.01552574],[0.00024146],[0.76456827]
[488.79094289],[15.13577772],[0.01653107],[0.00027355],[0.74033054]
[521.81392826],[15.44453474],[0.01703912],[0.00029047],[0.73953688]
[613.05876282],[16.31896835],[0.01775283],[0.00031533],[0.67719224]
[421.52553545],[14.36323591],[0.01724913],[0.00029831],[0.80644902]
[711.5107767],[15.02612433],[0.01913844],[0.00036661],[0.82883632]
[537.23308053],[14.07442481],[0.01877686],[0.0003531],[0.78126579]
[940.69262213],[17.24483362],[0.02282598],[0.00052328],[0.77504169]
[918.35470465],[17.79311345],[0.02102843],[0.00044436],[0.83274445]
[864.41767571],[17.32511609],[0.02363314],[0.00056378],[0.85531638]
[859.48887664],[16.92365443],[0.02138874],[0.00046004],[0.83823044]
[851.03510304],[16.27437385],[0.02495385],[0.00062648],[0.84161088]
[938.06349676],[17.19894548],[0.02621403],[0.00069201],[0.83945049]
[987.45197538],[18.60680796],[0.01998681],[0.00040429],[0.84620337]
[896.97049851],[17.88198596],[0.02624868],[0.00069673],[0.85532851]
[776.8656531],[16.57339852],[0.0244918],[0.00060707],[0.85627817]
[850.56392936],[17.54238096],[0.02223305],[0.00049996],[0.83610549]
[408.5881971],[14.04135446],[0.01742756],[0.00030439],[0.8169668]
[943.89700402],[17.13170721],[0.02419226],[0.00059112],[0.83138875]
[929.50030096],[17.10570295],[0.02439921],[0.00059864],[0.77702119]
[932.27698965],[18.34826689],[0.0188518],[0.00035708],[0.76851471]
[758.39688444],[15.76767337],[0.02332773],[0.00054569],[0.81438871]
[619.48372984],[15.97517613],[0.01881613],[0.00035644],[0.71876673]
[493.246894],[14.16578644],[0.01831675],[0.00033657],[0.78256984]
[435.39551468],[13.32009302],[0.01968188],[0.00038955],[0.66687719]
[521.99728152],[14.66103064],[0.01828106],[0.00033778],[0.70157526]
[581.72608509],[15.16332114],[0.01828036],[0.00033771],[0.64894549]
[483.27106886],[14.13562255],[0.01809339],[0.00033057],[0.72079853]
[415.60946599],[14.11814651],[0.0171075],[0.00029326],[0.81491084]
[424.04693772],[13.30566014],[0.01985174],[0.00039568],[0.74585453]
[454.25195065],[13.60296711],[0.01986688],[0.00039613],[0.73311618]
[449.32710481],[13.68312643],[0.02002447],[0.00040258],[0.73567106]
[454.97152279],[13.13194774],[0.02216744],[0.00049359],[0.64405021]
[486.01914065],[14.43012909],[0.01789634],[0.00032477],[0.74492343]
[476.72311935],[14.23081431],[0.01958197],[0.00038608],[0.68427451]
[619.1376459],[14.81464205],[0.02568702],[0.00066124],[0.72295856]
[376.64284928],[11.84524341],[0.02515521],[0.00063373],[0.65192751]
[342.90762292],[10.96256977],[0.02647236],[0.00070151],[0.67783308]
[594.44981898],[14.09742604],[0.02390282],[0.00057225],[0.73142205]
[405.39475727],[13.94676929],[0.01656767],[0.00027504],[0.81963728]
[300.71313415],[10.50099228],[0.02688286],[0.00072383],[0.73916081]
[374.58107239],[11.35790682],[0.02474354],[0.00061298],[0.64544184]
[437.02328529],[12.43807631],[0.02398259],[0.00057587],[0.62734444]
[384.29882702],[11.49400736],[0.02575034],[0.0006638],[0.6408936]
[324.90641747],[10.97347183],[0.02612489],[0.00068306],[0.68518772]
[633.10122142],[14.79644529],[0.02176554],[0.00047463],[0.70126759]
[367.42364313],[11.05225053],[0.02720744],[0.00074076],[0.65188553]
[333.52020471],[11.03039194],[0.02789605],[0.00077954],[0.67074544]
[327.08593421],[10.85908371],[0.02661868],[0.00070982],[0.73213607]
[347.0154501],[11.29983454],[0.02539941],[0.00064603],[0.70396359]
[405.46751958],[13.92914756],[0.01660201],[0.00027606],[0.8221909]
[323.83801862],[10.70555698],[0.02722511],[0.00074187],[0.74896818]
[399.07238007],[11.83410506],[0.0248736],[0.00061956],[0.64574008]
[347.7593977],[11.46253962],[0.02544833],[0.00064904],[0.69901303]
[340.94089448],[11.51256492],[0.02359646],[0.00055797],[0.68591811]
[308.59326723],[10.84937573],[0.02479609],[0.00061594],[0.71324128]
[296.81772648],[10.57669172],[0.02528968],[0.00064071],[0.70902253]
[664.17118729],[15.14380081],[0.02381049],[0.0005688],[0.71111596]
[321.54703599],[10.98035865],[0.02540562],[0.00064632],[0.70050521]
[328.73782613],[9.94909786],[0.04003142],[0.00160797],[0.74121868]
[366.04751872],[10.56639908],[0.03477044],[0.0012106],[0.6984053]
[394.59512444],[13.63088003],[0.0168516],[0.00028457],[0.83007437]
[291.22732681],[9.60649433],[0.03976716],[0.00158352],[0.77122031]
[332.34691877],[10.08134929],[0.02941324],[0.00086574],[0.74473432]
[357.51278053],[10.21828944],[0.0298842],[0.00089375],[0.68613887]
[362.48583637],[10.6186295],[0.02890852],[0.00083646],[0.69300092]
[393.25392915],[10.90094679],[0.03047635],[0.00092971],[0.67943761]
[427.83008477],[11.46252747],[0.02971262],[0.00088374],[0.67236375]
[295.7562643],[9.60763136],[0.03237708],[0.00104933],[0.74471992]
[352.90317505],[10.3713994],[0.03526006],[0.00124511],[0.71825796]
[327.50635881],[10.13407891],[0.03699502],[0.00137334],[0.72599583]
[388.15624166],[10.89016437],[0.03111205],[0.00096923],[0.69278698]
[414.9499323],[13.9565562],[0.01690569],[0.00028634],[0.81411755]
[375.51423941],[10.71826404],[0.03196572],[0.00102288],[0.70184491]
[345.24366933],[10.37753698],[0.0319245],[0.00102065],[0.72934755]
[370.5354602],[10.68153283],[0.03059851],[0.00093711],[0.70340553]
[282.98259975],[9.35535642],[0.03277715],[0.00107609],[0.74148641]
[355.84868908],[10.47797818],[0.02969627],[0.00088267],[0.73640919]
[301.69131768],[9.66803124],[0.03817906],[0.00145971],[0.77313813]
[308.88436305],[9.65066455],[0.03604377],[0.00130051],[0.74203154]
[388.0167754],[10.84289785],[0.03178443],[0.00101121],[0.70328694]
[350.14957187],[10.38071339],[0.03507513],[0.00123285],[0.70093547]
[332.5267536],[10.43970952],[0.02964326],[0.00087948],[0.69695621]
[430.23194521],[14.04287068],[0.01880145],[0.00035546],[0.80210647]
[409.61842737],[11.3035783],[0.03333875],[0.00111251],[0.68062406]
[585.7140149],[16.11411446],[0.01498477],[0.00022606],[0.76024582]
[622.42920282],[17.53524371],[0.01322762],[0.00017671],[0.80601336]
[584.92815359],[17.00220916],[0.0130776],[0.00017246],[0.80796465]
[598.6971028],[16.94137705],[0.01310286],[0.00017284],[0.80817675]
[608.64378649],[17.19937518],[0.01308875],[0.00017251],[0.80701197]
[613.26353675],[17.6745274],[0.01252994],[0.00015807],[0.81970509]
[596.89873391],[17.26980057],[0.01290082],[0.00016774],[0.81402177]
[578.8228845],[17.00856605],[0.0131992],[0.00017564],[0.82138006]
[556.06208087],[16.56231576],[0.01341381],[0.00018146],[0.82074725]
[415.23604848],[13.80312364],[0.0187123],[0.00035191],[0.81161816]
[692.39920211],[18.03769783],[0.01265563],[0.00016145],[0.78263117]
[527.47075886],[16.00632839],[0.01497379],[0.00022634],[0.81128972]
[639.46471888],[17.83674148],[0.01300184],[0.00017054],[0.80006188]
[475.90028648],[15.02297359],[0.0147452],[0.00021892],[0.81685653]
[469.77458451],[14.69135511],[0.01533358],[0.0002368],[0.79384881]
[334.12451494],[13.12277848],[0.01701439],[0.00029006],[0.8558241]
[234.71091899],[10.99877753],[0.01915608],[0.0003679],[0.84369685]
[312.20679972],[12.404973],[0.01767597],[0.00031295],[0.83783932]
[314.68050478],[12.76217024],[0.01616101],[0.0002616],[0.87256261]
[292.3531921],[11.8350358],[0.01811728],[0.00032882],[0.83897531]
[410.9322143],[13.78571967],[0.01854704],[0.00034522],[0.81138332]
[314.22807757],[12.53750685],[0.01651307],[0.0002733],[0.85091824]
[271.07384112],[11.54546069],[0.01794282],[0.00032252],[0.85714941]
[313.92791603],[12.62759718],[0.01660743],[0.00027644],[0.84816365]
[326.34437779],[12.7546042],[0.01645052],[0.00027123],[0.83576492]
[313.04777066],[12.72645607],[0.0167123],[0.00028005],[0.85582055]
[306.94184758],[12.71086848],[0.01633406],[0.00026773],[0.85687316]
[255.68602239],[11.6649142],[0.01777359],[0.00031636],[0.87867265]
[314.68670667],[12.7267972],[0.01617256],[0.0002621],[0.85519561]
[281.48790552],[12.22370376],[0.01655739],[0.00027464],[0.86411222]
[263.94039947],[11.76470236],[0.01742268],[0.00030395],[0.86628974]
[408.33763259],[13.75696228],[0.01887502],[0.00035762],[0.80514924]
[675.56766428],[15.71176053],[0.01535041],[0.00023618],[0.82641378]
[377.86445944],[12.46841979],[0.0207652],[0.00043223],[0.64887374]
[227.26926387],[11.17059486],[0.0179499],[0.00032274],[0.87325564]
[773.24831239],[17.43757809],[0.02080125],[0.00043326],[0.76733478]
[763.2135998],[16.67076294],[0.02304777],[0.00053182],[0.73320459]
[1030.78220849],[20.02509785],[0.01583062],[0.00025091],[0.79987179]
[971.40166886],[19.39759556],[0.0166822],[0.00027858],[0.81352617]
[817.60787906],[16.91892116],[0.02101617],[0.00044319],[0.7992991]
[887.65977573],[19.19768595],[0.01639493],[0.00026921],[0.71065838]
[690.29670525],[16.90726753],[0.01843391],[0.00034015],[0.77401731]
[823.54337019],[18.17705506],[0.01990221],[0.00039715],[0.80047121]
[682.92788785],[15.76483252],[0.02050923],[0.00042119],[0.82139665]
[418.14275321],[13.97511522],[0.01826937],[0.00033447],[0.80200787]
[813.51793619],[16.76658579],[0.0253375],[0.00064348],[0.85462043]
[778.49493788],[17.24900035],[0.02087908],[0.00043665],[0.81996894]
[804.88812754],[17.06133361],[0.0224134],[0.0005031],[0.73348234]
[897.64854327],[17.90103878],[0.02233034],[0.00049926],[0.74462496]
[859.64639816],[17.80696277],[0.01969601],[0.00038839],[0.72113297]
[700.06043215],[16.76503485],[0.02069505],[0.0004288],[0.81070453]
[694.04047083],[16.19602648],[0.02060321],[0.00042534],[0.78612495]
[727.68052686],[16.62224633],[0.02294474],[0.00052763],[0.77437139]
[784.63367281],[17.17536165],[0.01903994],[0.00036307],[0.82667093]
[1003.27693004],[19.5353779],[0.01343937],[0.00018175],[0.73106205]
[416.85488455],[13.9826215],[0.01759611],[0.00031034],[0.80593948]
[589.18063515],[16.13675722],[0.01453032],[0.00021158],[0.77698279]
[737.76494694],[17.6634699],[0.01374561],[0.00018933],[0.74742094]
[807.38100493],[18.86743952],[0.01299879],[0.00016945],[0.72823325]
[742.74209765],[17.31467998],[0.01320024],[0.00017465],[0.79296032]
[1816.10385508],[25.11276025],[0.01214554],[0.0001479],[0.5821537]
[746.57054821],[18.22103584],[0.0134004],[0.00017983],[0.73402977]
[512.84368095],[14.99483517],[0.01529021],[0.00023423],[0.80951363]
[688.23605754],[17.91484038],[0.01299209],[0.00016927],[0.77474892]
[685.1940993],[17.64215255],[0.01322712],[0.00017521],[0.77719306]
[1216.63096337],[21.2972811],[0.01399651],[0.00019639],[0.62062758]
[412.90718049],[13.94565832],[0.0172921],[0.00029958],[0.80984927]
[667.73454912],[16.94569267],[0.01386075],[0.00019231],[0.77179317]
[1763.54556897],[24.0787232],[0.01275272],[0.00016313],[0.62206469]
[734.96188431],[17.89529706],[0.01359956],[0.0001853],[0.76578707]
[605.54251898],[16.02698294],[0.0143674],[0.00020688],[0.79195026]
[597.76287658],[16.01251482],[0.01492685],[0.00022318],[0.80268772]
[696.33516498],[16.94460703],[0.01395921],[0.00019643],[0.82376378]
[546.82230609],[15.51468366],[0.01446659],[0.00021011],[0.79020111]
[278.09576653],[10.64472342],[0.02216182],[0.00049205],[0.80111875]
[282.55711495],[10.66857531],[0.02112099],[0.00044663],[0.79650942]
[382.71803247],[13.51311203],[0.0171095],[0.00029334],[0.83292848]
[320.10961804],[11.0581016],[0.02216065],[0.00049168],[0.76855555]
[313.75748504],[10.93566384],[0.02276612],[0.00051889],[0.78175636]
[371.91215734],[12.16663517],[0.0203535],[0.00041459],[0.72868417]
[481.67047715],[13.5786134],[0.01834939],[0.00033704],[0.79062994]
[504.44940376],[13.85716996],[0.01902523],[0.00036233],[0.78155528]
[489.47388978],[13.5231013],[0.01944526],[0.00037844],[0.78511864]
[492.65304957],[13.75202214],[0.01915348],[0.00036721],[0.78493371]
[507.36959846],[13.97787997],[0.01805101],[0.00032607],[0.78016235]
[389.77871617],[12.5144382],[0.02013264],[0.00040583],[0.72428489]
[393.22326269],[12.58868426],[0.0197781],[0.00039164],[0.7257973]
[388.64147664],[13.60281972],[0.01757756],[0.00030967],[0.82751341]
[293.04965818],[10.98692814],[0.02034031],[0.00041432],[0.82374508]
[343.33798944],[11.75863059],[0.02049943],[0.0004207],[0.75536871]
[714.19817837],[15.49160178],[0.01967609],[0.00038881],[0.62967188]
[670.25363717],[15.34210144],[0.01951264],[0.00038279],[0.64952839]
[532.90483343],[14.20696871],[0.01920175],[0.00037007],[0.68369703]
[582.07264773],[14.67937719],[0.01949178],[0.00038128],[0.69125459]
[614.47546655],[14.88195472],[0.02236659],[0.00050383],[0.69481677]
[828.26456973],[17.05100252],[0.02242768],[0.00050462],[0.71256917]
[551.41367904],[14.22392197],[0.02375587],[0.00056669],[0.72380716]
[424.324236],[12.40525317],[0.02488665],[0.00062145],[0.73281472]
[410.77633651],[13.90529018],[0.01744931],[0.00030514],[0.80749533]
[788.80806235],[16.48427741],[0.02265857],[0.00051459],[0.73484898]
[701.60842452],[15.10975106],[0.01929201],[0.00037307],[0.6665681]
[733.40051523],[15.79761519],[0.01878631],[0.00035397],[0.61619133]
[770.85708727],[16.64317717],[0.01762355],[0.00031118],[0.70285045]
[435.45172867],[12.69657278],[0.02201335],[0.00048573],[0.7335]
[464.41056587],[13.05276489],[0.0269576],[0.0007323],[0.7037694]
[475.64665163],[13.65516343],[0.02039816],[0.00041838],[0.68546804]
[533.45107906],[13.61367765],[0.02103188],[0.0004432],[0.68642549]
[1027.47445713],[18.70960926],[0.01761572],[0.00031148],[0.6474472]
[766.69765444],[16.20661321],[0.01902397],[0.00036295],[0.63129923]
[392.67711113],[13.70944229],[0.01737073],[0.00030226],[0.81856554]
[719.95047637],[15.61119039],[0.01960378],[0.00038557],[0.63065568]
[736.89616612],[15.54798131],[0.01959044],[0.00038479],[0.65334379]
[771.99404943],[16.59620096],[0.01725475],[0.00029845],[0.67881305]
[484.6065184],[13.37474146],[0.02077061],[0.00043271],[0.71274955]
[574.90464671],[14.3867231],[0.01815919],[0.00033074],[0.67672562]
[1291.36919231],[23.9679478],[0.01675094],[0.00028313],[0.79985169]
[935.30225771],[20.41865899],[0.01345681],[0.00018181],[0.83072733]
[979.18335081],[19.86307148],[0.04534464],[0.00205972],[0.87824516]
[932.07258169],[20.1458087],[0.01352246],[0.00018355],[0.81394741]
[1073.15045541],[22.28204161],[0.01517605],[0.000232],[0.81520672]
[407.41516011],[13.7938531],[0.0179154],[0.0003218],[0.81461342]
[827.76449544],[19.12724182],[0.01372482],[0.00018877],[0.84241795]
[778.10910583],[18.42069717],[0.01340889],[0.00018005],[0.8565589]
[917.17193875],[19.44479032],[0.03394323],[0.00115684],[0.88834225]
[962.58999454],[19.80713516],[0.02977277],[0.00090132],[0.86998048]
[1047.13686697],[21.80464715],[0.01478363],[0.00021956],[0.80921319]
[892.60852183],[20.1677551],[0.01341777],[0.00018043],[0.81131282]
[874.58706665],[19.97544964],[0.01273896],[0.00016312],[0.85455169]
[406.954566],[11.55389859],[0.02384285],[0.00057021],[0.72921472]
[435.57637549],[11.97255397],[0.02277408],[0.00052044],[0.81226336]
[278.13538203],[10.08494365],[0.02485374],[0.00061886],[0.84257898]
[391.2618608],[13.53666902],[0.01795833],[0.00032335],[0.82728557]
[348.98898234],[11.22974357],[0.0248002],[0.00061641],[0.83115556]
[365.37569585],[10.87316912],[0.02237196],[0.00050164],[0.80388689]
[630.322826],[13.2637156],[0.02014859],[0.00040652],[0.65670373]
[303.86558039],[11.40597796],[0.02011888],[0.00040565],[0.76618622]
[242.09830053],[10.03472446],[0.02134595],[0.00045695],[0.8596526]
[463.67054281],[12.62047148],[0.02175584],[0.00047529],[0.74873885]
[372.35989645],[11.5430011],[0.02403023],[0.00057923],[0.80739076]
[853.66830168],[15.85611391],[0.01751148],[0.00030738],[0.65384331]
[231.79068507],[9.96327825],[0.02202777],[0.00048619],[0.85224793]
[206.66235795],[9.36191226],[0.02729524],[0.0007465],[0.89767281]
[387.03868707],[13.59540068],[0.01731866],[0.00030056],[0.82913282]
[977.42102411],[17.90369663],[0.01901204],[0.00036351],[0.78773713]
[574.66017112],[13.44525758],[0.02454781],[0.0006049],[0.65632045]
[247.33673259],[10.1569176],[0.02404677],[0.00057933],[0.85777714]
[235.69054366],[10.13180496],[0.02762167],[0.00076417],[0.85497422]
[425.90139778],[13.71087293],[0.02057824],[0.00042477],[0.8722511]
[359.34303387],[12.94332896],[0.02238628],[0.00050208],[0.8305969]
[330.23775334],[11.92001814],[0.02129276],[0.00045372],[0.84551525]
[401.72303725],[12.77931252],[0.02130168],[0.00045455],[0.79807311]
[374.525996],[12.26973538],[0.02217845],[0.00049253],[0.81173119]
[344.23768132],[12.03116543],[0.02194275],[0.00048322],[0.87889584]
[320.83457839],[11.77447522],[0.02201788],[0.00048569],[0.84855521]
[343.15769371],[12.68253316],[0.02004719],[0.00040271],[0.8553862]
[388.26556694],[13.70216822],[0.01737996],[0.00030254],[0.82503513]
[326.58791647],[11.85066195],[0.02134715],[0.00045648],[0.84058212]
[417.66274275],[13.27228732],[0.02070599],[0.00042983],[0.79876735]
[348.55376969],[12.17928968],[0.02233427],[0.00049968],[0.83361574]
[390.85014464],[12.85405366],[0.02108352],[0.00044546],[0.84584969]
[381.69320315],[12.47614644],[0.02279501],[0.0005204],[0.82573489]
[432.34598589],[13.79146088],[0.02027184],[0.00041182],[0.80128257]
[453.05261228],[13.79082489],[0.01748523],[0.00030625],[0.8569844]
[379.01156115],[12.3449196],[0.01992281],[0.00039753],[0.83975174]
[461.50997171],[14.20732793],[0.01975029],[0.00039065],[0.79773797]
[374.61084794],[13.03938411],[0.0222654],[0.00049899],[0.829537]
[385.7106187],[13.52479421],[0.01780599],[0.0003176],[0.83142238]
[436.84803376],[13.4864196],[0.02079606],[0.00043305],[0.80391881]
[347.69431237],[12.31571127],[0.01875664],[0.00035478],[0.85029685]
[837.3689553],[17.87338435],[0.01870316],[0.00035163],[0.83907931]
[871.10180411],[17.9142743],[0.01970446],[0.00038937],[0.83722766]
[870.69566865],[18.00184891],[0.01837457],[0.00033893],[0.835344]
[807.14139741],[17.21888291],[0.0216111],[0.00046781],[0.82866938]
[766.75571379],[17.09228083],[0.01870803],[0.00035087],[0.85385432]
[778.97748534],[17.32660372],[0.01880112],[0.00035412],[0.85334524]
[801.24405849],[16.96046311],[0.02110414],[0.00044655],[0.8542593]
[750.11834553],[17.29885683],[0.01815533],[0.00033089],[0.85651587]
[377.54747603],[13.33635478],[0.01792175],[0.00032176],[0.83604393]
[751.47541197],[16.84433876],[0.01934627],[0.00037562],[0.85584117]
[781.0952194],[17.24204993],[0.01893653],[0.0003599],[0.86294609]
[856.50436963],[17.87170634],[0.01956213],[0.00038515],[0.85450647]
[843.66594428],[17.95504389],[0.01899451],[0.00036347],[0.85290086]
[754.56511005],[16.94935788],[0.01990438],[0.00039789],[0.85683865]
[730.31685139],[16.91495497],[0.0173063],[0.00030043],[0.85020666]
[774.03227127],[16.96794496],[0.02062555],[0.00042622],[0.85049561]
[775.70691446],[17.12437809],[0.01950426],[0.00038119],[0.85071094]
[748.40957172],[16.50120013],[0.02160038],[0.00046733],[0.85825987]
[708.31549125],[16.00220698],[0.02199193],[0.0004853],[0.85916723]
[383.65574304],[13.37365778],[0.01832599],[0.00033656],[0.83514038]
[781.73845825],[17.4447706],[0.01935433],[0.00037677],[0.85740452]
[433.61570201],[14.4780009],[0.01458273],[0.00021392],[0.86069738]
[396.58054774],[14.21845595],[0.01483283],[0.0002206],[0.83631765]
[391.70525557],[13.69580226],[0.01479265],[0.00021966],[0.86060791]
[487.81269575],[15.06532514],[0.01471833],[0.00021716],[0.80094494]
[551.46414819],[15.91272719],[0.01482136],[0.00022024],[0.78854072]
[583.4797954],[16.60678969],[0.01371455],[0.00018875],[0.77651821]
[502.72767567],[15.73499237],[0.01336015],[0.00017902],[0.83964164]
[580.17433093],[16.16466225],[0.01411719],[0.00019984],[0.77812196]
[520.7261488],[15.50516621],[0.01492557],[0.0002238],[0.82010927]
[405.98706436],[13.68899693],[0.01811952],[0.00032889],[0.80806392]
[472.39219134],[15.20106698],[0.01400783],[0.00019748],[0.84766317]
[346.50786209],[13.13478195],[0.01604144],[0.00025765],[0.79600626]
[618.11650675],[16.5271862],[0.01466455],[0.00021585],[0.77189821]
[475.21205697],[15.1773107],[0.0143611],[0.00020704],[0.8318482]
[639.27131542],[16.60220427],[0.01429276],[0.00020498],[0.75544877]
[493.42838758],[14.08256825],[0.02072143],[0.00043007],[0.71073331]
[497.84694177],[13.4667157],[0.02670858],[0.00071469],[0.75352201]
[623.22149979],[14.73461573],[0.02427923],[0.00059032],[0.68408206]
[570.19833585],[13.96315659],[0.02387886],[0.00057149],[0.73225726]
