Contrast,Dissimilarity,Energy,ASM,Correlation,Deepfake
[1646.2949089],[26.52966606],[0.01379052],[0.00019078],[0.52802248],0
[1671.15410916],[26.84858511],[0.01297367],[0.0001689],[0.52090903],0
[1708.25183744],[26.82340859],[0.01378587],[0.00019101],[0.50919857],0
[1725.66371891],[26.96956736],[0.01457139],[0.00021356],[0.50547515],0
[1674.91992709],[26.70722568],[0.01421365],[0.00020278],[0.50585269],0
[1641.9162004],[26.42767506],[0.01416373],[0.00020113],[0.50403657],0
[1503.81453626],[27.04267321],[0.01372115],[0.00018894],[0.51155214],0
[2838.61449136],[33.5445285],[0.02119711],[0.00046479],[0.42050878],0
[2930.2630837],[39.03557846],[0.01987356],[0.0004065],[0.67401458],0
[3268.57323833],[41.01658964],[0.01756221],[0.00031281],[0.62904559],0
[3295.42816],[41.2579508],[0.02801686],[0.00079085],[0.67379612],0
[3413.42646945],[41.88191599],[0.027019],[0.00074141],[0.62912193],0
[3489.7685325],[42.57344578],[0.02327349],[0.00055205],[0.6136088],0
[3603.00619589],[43.02428771],[0.02508182],[0.00063947],[0.61340763],0
[3749.95046267],[43.74788776],[0.02654177],[0.00071306],[0.64262125],0
[3404.43617599],[41.79704362],[0.01692379],[0.00028939],[0.60463095],0
[3067.6655717],[40.27315605],[0.02085505],[0.00043873],[0.63356395],0
[2127.52711761],[32.0813227],[0.01281903],[0.00016767],[0.49100536],0
[3258.09720884],[41.0719273],[0.01608699],[0.00026218],[0.60765866],0
[2051.00223242],[30.04527311],[0.01349038],[0.00018436],[0.66155083],0
[1543.61577758],[27.34167231],[0.01259579],[0.00015913],[0.70260375],0
[2012.75786723],[31.23506377],[0.01296985],[0.00016847],[0.57063487],0
[1942.55803479],[31.01236906],[0.01206319],[0.00014584],[0.61031855],0
[1647.60455972],[28.26715872],[0.01311513],[0.00017225],[0.66948501],0
[1948.76640356],[31.10017644],[0.0123397],[0.00015258],[0.59194894],0
[2016.28865236],[31.54408656],[0.0123034],[0.00015166],[0.58897139],0
[1849.57434872],[29.99961235],[0.01228244],[0.00015105],[0.61115198],0
[2072.971612],[32.1086913],[0.01241187],[0.0001542],[0.56606763],0
[1536.07414048],[27.73194465],[0.01184068],[0.00014027],[0.52197678],0
[887.595147],[17.32907096],[0.02436405],[0.00059379],[0.83770587],0
[1968.39664416],[30.98353228],[0.01202603],[0.00014509],[0.57954547],0
[2091.80912184],[31.97322943],[0.01128223],[0.00012768],[0.56433941],0
[1982.69881298],[31.08857303],[0.01157759],[0.00013458],[0.60543381],0
[2036.18375375],[31.8203476],[0.01236696],[0.0001531],[0.58609782],0
[1994.28962603],[31.49919351],[0.01211686],[0.00014722],[0.59760496],0
[1729.51849104],[28.43175024],[0.01367021],[0.00018819],[0.70342568],0
[1828.55415627],[30.03430784],[0.01207918],[0.00014605],[0.61218966],0
[1488.17832015],[26.08594521],[0.01359424],[0.00018502],[0.72611694],0
[1725.16818099],[28.18147935],[0.01284174],[0.00016502],[0.64735767],0
[1750.46225114],[28.55658646],[0.01268755],[0.00016103],[0.63069491],0
[1221.49520134],[24.03047123],[0.01401665],[0.00019661],[0.50611956],0
[1841.46630304],[29.14070787],[0.01314004],[0.00017276],[0.63915844],0
[1776.09109905],[28.01822708],[0.01510751],[0.00022869],[0.65273646],0
[721.91315467],[17.8656661],[0.01949148],[0.00038013],[0.33270281],0
[742.06262172],[17.59338675],[0.01943393],[0.00037781],[0.36093226],0
[620.65078024],[16.1138474],[0.02214941],[0.00049127],[0.32969949],0
[688.79112304],[16.9963645],[0.02163806],[0.00046852],[0.40726656],0
[719.10761677],[17.95939617],[0.01942779],[0.00037745],[0.41584192],0
[753.15652935],[17.76709708],[0.01912277],[0.00036602],[0.32975084],0
[1380.744278],[25.635659],[0.01358443],[0.0001846],[0.66190544],0
[1541.41389645],[27.76206104],[0.0126868],[0.00016102],[0.63188447],0
[1224.32131635],[23.8030239],[0.01554985],[0.00024256],[0.4694942],0
[1483.72994426],[27.00402938],[0.01299074],[0.00016884],[0.60936239],0
[1535.45262054],[27.61594767],[0.01175511],[0.00013822],[0.65501485],0
[1396.69592001],[26.81600138],[0.01185569],[0.0001407],[0.7004189],0
[1468.05347763],[26.89306198],[0.01165213],[0.00013609],[0.71254267],0
[1493.36130578],[27.00502093],[0.01335092],[0.00017829],[0.64792553],0
[1410.42685141],[26.88856676],[0.012166],[0.00014811],[0.70468943],0
[1352.58320825],[25.53887865],[0.01285754],[0.00016552],[0.71855397],0
[1381.2920406],[26.21042749],[0.0129661],[0.00016817],[0.65342],0
[1375.38439852],[25.84229645],[0.01362923],[0.00018583],[0.66215994],0
[1209.40880168],[23.31462521],[0.01645562],[0.00027158],[0.48790916],0
[1590.26994124],[27.72001273],[0.0130297],[0.00017066],[0.69588404],0
[787.89804549],[19.16556258],[0.01999472],[0.00040113],[0.49389417],0
[874.56323757],[19.99664273],[0.01877936],[0.0003537],[0.42835646],0
[851.86568295],[19.43201998],[0.01903082],[0.00036257],[0.48383356],0
[977.92056698],[21.01544351],[0.0191954],[0.00036936],[0.47567489],0
[862.70209265],[19.46558902],[0.01986627],[0.00039554],[0.45938483],0
[742.06092903],[17.65487502],[0.01930989],[0.00037363],[0.40351073],0
[784.3982804],[18.72945035],[0.02047638],[0.00042051],[0.48095057],0
[847.23635292],[19.35548957],[0.02085896],[0.00043642],[0.46702434],0
[1022.17905881],[21.05037875],[0.01851617],[0.00034348],[0.35551829],0
[1150.8748451],[22.51904209],[0.01889026],[0.00035718],[0.5072819],0
[1216.29348352],[19.72342057],[0.02327073],[0.00054201],[0.75725033],0
[948.08209581],[20.43761717],[0.01877093],[0.00035308],[0.4193856],0
[916.02078612],[20.27762303],[0.01916662],[0.00036826],[0.44713037],0
[1181.87713217],[23.23089467],[0.01684949],[0.00028423],[0.45428919],0
[961.09788898],[22.31708675],[0.01460731],[0.00021401],[0.75284061],0
[981.04683197],[22.62133475],[0.01479108],[0.00021998],[0.72233629],0
[971.13752901],[22.75451419],[0.01419969],[0.00020233],[0.74008813],0
[1005.87158406],[23.04800379],[0.01428312],[0.00020497],[0.74704607],0
[998.484342],[23.02769208],[0.01421095],[0.00020302],[0.73614555],0
[955.26715676],[22.84875558],[0.01379785],[0.00019133],[0.74448075],0
[962.62649586],[22.66584394],[0.01403645],[0.00019787],[0.74471031],0
[1127.1535276],[22.7730527],[0.01712719],[0.0002935],[0.46017594],0
[1082.69559696],[20.04322717],[0.02299789],[0.00052897],[0.76369889],0
[981.4050194],[22.92051465],[0.01401724],[0.00019693],[0.71915237],0
[931.09747715],[22.30513256],[0.01407456],[0.00019851],[0.76444135],0
[964.39136841],[22.85741341],[0.0150608],[0.00022824],[0.77439986],0
[1013.79408078],[22.98319558],[0.016824],[0.00028962],[0.74738637],0
[996.91991926],[22.70186496],[0.01478242],[0.00021919],[0.72515154],0
[994.81254283],[22.90595359],[0.01473427],[0.00021865],[0.73090787],0
[987.78618612],[22.89109882],[0.01444095],[0.00020978],[0.73248024],0
[1003.7324041],[22.83763915],[0.01446504],[0.00020978],[0.72896705],0
[997.24612033],[22.69707618],[0.01491679],[0.0002232],[0.73145553],0
[1683.1681478],[29.27164802],[0.01318943],[0.00017463],[0.67476109],0
[1040.55322845],[20.09772398],[0.02795899],[0.00079226],[0.6695368],0
[1919.18879552],[27.37482029],[0.01892714],[0.00036813],[0.54160658],0
[1685.04798855],[29.33014614],[0.01269241],[0.0001618],[0.67452103],0
[1845.531568],[29.07730354],[0.01415411],[0.00020073],[0.68652552],0
[3445.86270249],[36.03351811],[0.03222371],[0.0010414],[0.69620788],0
[1931.158181],[31.41664514],[0.01239081],[0.00015432],[0.63276868],0
[2517.51406264],[29.06203598],[0.03428355],[0.00118744],[0.76151068],0
[1792.9192793],[30.09978917],[0.0130342],[0.00017062],[0.6592122],0
[1724.82618995],[28.07280262],[0.01608016],[0.00026009],[0.70353345],0
[1677.43295888],[29.58749865],[0.01375152],[0.00019218],[0.69189381],0
[1773.52624463],[28.64992959],[0.01359071],[0.00018537],[0.66422107],0
[2968.82253019],[32.56725271],[0.03406513],[0.00116918],[0.72862225],0
[1912.88362272],[29.86096997],[0.01345082],[0.00018159],[0.63752936],0
[1794.86093838],[29.12743812],[0.01400371],[0.00019785],[0.67560537],0
[1761.84355963],[28.63115987],[0.01457338],[0.00021331],[0.68594615],0
[3335.49655457],[34.16088582],[0.04763459],[0.00228196],[0.70468362],0
[1652.6697625],[28.45700616],[0.01415845],[0.00020161],[0.70412364],0
[1961.43231212],[30.81344601],[0.01421511],[0.00020263],[0.63979661],0
[1984.81215428],[32.35136582],[0.0122976],[0.00015186],[0.60733084],0
[3186.60806465],[33.34332556],[0.04267283],[0.00182922],[0.72601698],0
[1745.00695979],[30.21329188],[0.0128979],[0.00016688],[0.63800985],0
[1842.45579325],[31.10908043],[0.01292837],[0.00016805],[0.66526876],0
[1877.2959455],[31.26371217],[0.0133931],[0.0001804],[0.66172776],0
[1867.00667215],[31.1261405],[0.01357362],[0.0001857],[0.66383725],0
[1846.32540551],[30.87550624],[0.01373246],[0.00019079],[0.67161832],0
[1432.74553824],[26.40758643],[0.01545034],[0.0002412],[0.62218006],0
[1330.11170828],[26.0863668],[0.0136381],[0.00018783],[0.64055594],0
[1805.88705748],[29.30429566],[0.01659984],[0.0002787],[0.59855383],0
[2110.16200108],[31.32699892],[0.0147405],[0.00021899],[0.52912917],0
[1990.85717864],[29.95252578],[0.01600253],[0.00026038],[0.51519211],0
[1583.18927675],[27.94766914],[0.01250647],[0.00015655],[0.53370882],0
[1572.9203742],[27.17917482],[0.01579825],[0.0002531],[0.6492626],0
[1278.63442206],[24.70813097],[0.01798379],[0.00032854],[0.70085894],0
[1470.615096],[26.57978866],[0.01633177],[0.00027388],[0.66064628],0
[1641.71472662],[27.76955268],[0.01789011],[0.00032365],[0.49637628],0
[1219.85475213],[24.66117101],[0.01322929],[0.00017516],[0.57201449],0
[1426.59091507],[26.08757235],[0.01390094],[0.00019402],[0.50711816],0
[1424.29404725],[28.05725509],[0.0121797],[0.00014836],[0.37595654],0
[931.93691411],[20.45985861],[0.02501929],[0.0006263],[0.65647089],0
[884.5723942],[19.92410867],[0.02690737],[0.00072422],[0.66068728],0
[898.7581088],[19.81829617],[0.02906618],[0.00084567],[0.66827828],0
[917.75403367],[20.22254966],[0.02569917],[0.00066057],[0.66608806],0
[966.44603342],[20.05444169],[0.0198025],[0.00039527],[0.61945151],0
[1365.60170304],[22.29019937],[0.02021479],[0.00041021],[0.54655596],0
[1205.93632219],[22.47064955],[0.02035058],[0.00041865],[0.59333735],0
[868.95748641],[18.91877558],[0.02245843],[0.00050463],[0.30582699],0
[954.8467808],[19.9360213],[0.02191463],[0.00048145],[0.58875111],0
[1128.92587367],[22.77000712],[0.01694502],[0.00028728],[0.51150101],0
[1443.79740838],[26.81377276],[0.0145073],[0.00021049],[0.2793178],0
[1593.99664243],[25.3309957],[0.01704384],[0.00029067],[0.64038468],0
[1203.85878474],[23.37058069],[0.01852343],[0.00034374],[0.4733902],0
[945.25957815],[19.11416844],[0.02327983],[0.00054777],[0.73219419],0
[1020.56727692],[20.96076812],[0.01831667],[0.00033578],[0.53685701],0
[988.21154345],[20.3966399],[0.01985505],[0.0003944],[0.54352931],0
[1092.20513139],[21.56322611],[0.01941174],[0.00037736],[0.5091149],0
[1549.60672911],[23.52426902],[0.02001563],[0.00040245],[0.50869027],0
[1527.40185097],[23.29267143],[0.01957427],[0.0003854],[0.51296663],0
[652.49846113],[17.33981983],[0.01947079],[0.00037932],[0.59228732],0
[1520.39919377],[26.63378965],[0.01358951],[0.00018473],[0.73153836],0
[1517.08460324],[27.20664598],[0.01291615],[0.00016692],[0.73323771],0
[1582.64812231],[28.44780695],[0.01259827],[0.00015875],[0.51292705],0
[955.93971556],[20.07938533],[0.01885319],[0.00035551],[0.73299694],0
[1522.56818196],[26.85670915],[0.01340928],[0.0001799],[0.71212663],0
[1644.72815547],[28.16552647],[0.01357188],[0.00018434],[0.70255143],0
[2037.5555981],[30.65250513],[0.01338118],[0.00017909],[0.62715475],0
[2060.56184011],[31.6536287],[0.011885],[0.00014173],[0.71270472],0
[1705.55973152],[28.68462652],[0.01338694],[0.00017928],[0.65802492],0
[1617.28596819],[27.84645384],[0.0130888],[0.00017136],[0.69689919],0
[1482.95647295],[26.40962651],[0.01311182],[0.000172],[0.72686471],0
[1763.52000545],[28.91768465],[0.01397909],[0.0001955],[0.66179278],0
[1981.93793458],[30.89227168],[0.01219587],[0.00014912],[0.7315591],0
[2117.16220595],[31.50757544],[0.01497295],[0.0002259],[0.68370734],0
[978.59135064],[22.23878172],[0.01507158],[0.00022762],[0.44248941],0
[1815.39970227],[27.91676735],[0.01456626],[0.00021225],[0.67286201],0
[1420.33260525],[25.73276048],[0.01449708],[0.00021024],[0.72180858],0
[1740.54759202],[29.30276781],[0.0133039],[0.00017714],[0.67011426],0
[1849.48196411],[29.62851623],[0.01234877],[0.00015284],[0.73330119],0
[1761.95114358],[27.26524766],[0.01293634],[0.00016738],[0.46742485],0
[1469.57677414],[26.08370231],[0.01348111],[0.00018206],[0.51984157],0
[1946.86851703],[29.00453137],[0.01278145],[0.00016341],[0.48779088],0
[1564.63036277],[26.91277016],[0.01351559],[0.00018305],[0.41258769],0
[1404.88025041],[25.26791895],[0.0142409],[0.00020324],[0.6683408],0
[2051.1536792],[29.39298647],[0.01238336],[0.00015341],[0.48076517],0
[819.25949881],[17.61701919],[0.04447122],[0.00200176],[0.60926147],0
[1558.32541979],[26.53859464],[0.016705],[0.0002802],[0.55103104],0
[2102.81563494],[29.86592508],[0.01244616],[0.00015497],[0.42131722],0
[1484.36891864],[25.39556106],[0.01395378],[0.000195],[0.50776631],0
[1261.5610373],[23.40317941],[0.01535272],[0.00023643],[0.53826071],0
[1942.0610039],[29.51249131],[0.01206575],[0.00014576],[0.48357673],0
[1247.94845693],[23.84183493],[0.01426162],[0.00020378],[0.56507001],0
[1274.40987742],[23.94573572],[0.01430468],[0.00020534],[0.5855138],0
[1754.43302511],[28.16940733],[0.01254571],[0.00015751],[0.54821597],0
[2036.51143546],[28.77103877],[0.01322398],[0.00017496],[0.41638654],0
[2008.36993393],[28.63119064],[0.01345886],[0.00018134],[0.43164845],0
[1093.66254928],[21.38003823],[0.01649634],[0.0002735],[0.63681888],0
[907.87381006],[19.18902402],[0.03867534],[0.00152522],[0.70379389],0
[2052.54665924],[28.99723428],[0.01292854],[0.0001672],[0.41579405],0
[1416.93491219],[25.29883563],[0.01500972],[0.00022603],[0.43699869],0
[1524.32231957],[26.22655163],[0.01368289],[0.00018743],[0.45585346],0
[1471.71919544],[25.63774707],[0.01362564],[0.00018601],[0.50446767],0
[2022.23736577],[27.69561125],[0.01365656],[0.00018678],[0.28398345],0
[745.74750201],[17.48250251],[0.02333715],[0.00054724],[0.49465618],0
[835.17400418],[19.2538732],[0.01692088],[0.00028698],[0.44545791],0
[676.55169604],[17.35565276],[0.01907733],[0.00036507],[0.52991912],0
[705.62034277],[17.84177818],[0.01803868],[0.0003258],[0.47657848],0
[717.44550814],[17.41009909],[0.0214107],[0.00045889],[0.50630469],0
[802.78065363],[18.35947532],[0.02110864],[0.00045545],[0.69132918],0
[630.33289213],[16.71560594],[0.0187751],[0.0003529],[0.58373849],0
[660.43218139],[17.05151377],[0.01751295],[0.00030723],[0.53108278],0
[544.52092184],[15.95949469],[0.01991274],[0.0003969],[0.54792973],0
[699.26408648],[17.69983062],[0.01989897],[0.00039643],[0.58150429],0
[613.69509654],[16.16149333],[0.01996963],[0.00039894],[0.64733034],0
[772.00964423],[17.71876334],[0.02174922],[0.00047314],[0.55103207],0
[600.4411918],[16.36492697],[0.01797744],[0.00032421],[0.57531645],0
[674.03092719],[17.20376116],[0.01761892],[0.00031092],[0.56103685],0
[711.08164999],[17.84084333],[0.01788722],[0.00032023],[0.52885239],0
[601.28019139],[16.43457983],[0.01978265],[0.00039172],[0.52394757],0
[912.8274487],[18.18969113],[0.03838911],[0.00147873],[0.70276456],0
[1218.91869115],[21.99619551],[0.02048941],[0.00043427],[0.63639531],0
[835.28672325],[20.48968575],[0.01781954],[0.00031778],[0.46356422],0
[690.43830568],[17.50490925],[0.0196514],[0.00038639],[0.52236661],0
[631.22155159],[16.2625154],[0.02194503],[0.00048168],[0.54308415],0
[797.92655749],[18.17759915],[0.01929849],[0.00037298],[0.48363889],0
[652.43188477],[16.68891791],[0.02092712],[0.00043877],[0.52336165],0
[713.91529437],[17.52342388],[0.02043762],[0.00041895],[0.56657023],0
[664.67579371],[17.11610898],[0.01905221],[0.00036404],[0.60494897],0
[605.36232041],[16.58019975],[0.01708079],[0.00029194],[0.59231613],0
[1608.7744828],[28.63563194],[0.01226327],[0.00015099],[0.75560657],0
[1943.84075456],[31.69178731],[0.01256484],[0.00015883],[0.62486546],0
[1779.51709002],[30.84858049],[0.01160984],[0.00013536],[0.65518527],0
[818.46456795],[16.47595659],[0.03567416],[0.0012735],[0.61643128],0
[1815.13438465],[30.65405002],[0.01372085],[0.0001918],[0.74083057],0
[1760.17799919],[29.85474365],[0.01408202],[0.00019865],[0.69086471],0
[1884.94326666],[31.26368362],[0.01330923],[0.00017764],[0.67944518],0
[1754.91825414],[29.94751672],[0.01251093],[0.00015673],[0.71466654],0
[2009.04315352],[31.44600931],[0.0151089],[0.00023374],[0.72299023],0
[1800.61875815],[30.39837231],[0.01259402],[0.0001596],[0.6954538],0
[2096.14334593],[31.84852967],[0.01362971],[0.00018829],[0.71848252],0
[1771.09909913],[29.22235601],[0.0167915],[0.00028668],[0.72103832],0
[1784.84754127],[30.99756727],[0.01506185],[0.00023833],[0.69573512],0
[1767.85144673],[29.79174932],[0.01304084],[0.00017124],[0.74680939],0
[760.60458979],[16.61506189],[0.03078401],[0.00096099],[0.57151951],0
[1993.28200101],[31.36299934],[0.01614963],[0.00026963],[0.74003564],0
[1497.76618653],[27.51890818],[0.01375752],[0.00018977],[0.76346526],0
[1646.8633362],[30.37708411],[0.0107254],[0.00011545],[0.70062842],0
[1902.0829384],[31.25654377],[0.01232046],[0.0001526],[0.68657689],0
[2101.96786989],[33.06545908],[0.01256745],[0.00015914],[0.67277137],0
[1652.1497281],[28.36766375],[0.01385487],[0.00019357],[0.75982324],0
[1793.59401019],[30.13987052],[0.01305715],[0.00017107],[0.71937905],0
[1907.56645976],[31.58885885],[0.01343363],[0.00018257],[0.70139624],0
[1778.21983404],[29.52199011],[0.01614729],[0.00026529],[0.75725005],0
[1784.80043862],[30.28921062],[0.0147129],[0.00021977],[0.69683442],0
[674.66083114],[13.85519565],[0.07907943],[0.00627058],[0.66934532],0
[2025.84211068],[32.06441715],[0.01365846],[0.00018817],[0.72195327],0
[1950.09584927],[31.63914659],[0.01180942],[0.00013969],[0.66493608],0
[1994.78346857],[31.06664794],[0.01518475],[0.00023578],[0.73986648],0
[1769.87343426],[30.19182677],[0.01400778],[0.00019749],[0.70932746],0
[1687.39715763],[29.01860432],[0.01480405],[0.00022096],[0.72683768],0
[2050.44934351],[31.60803322],[0.01626692],[0.00027086],[0.73035386],0
[1615.29869581],[28.41291101],[0.01703372],[0.00031144],[0.77176335],0
[1737.51610099],[30.52884216],[0.01156999],[0.00013391],[0.67877229],0
[2018.74111491],[31.94483638],[0.01392042],[0.00019637],[0.71681552],0
[2046.58298396],[31.96148237],[0.01351072],[0.0001829],[0.69056947],0
[799.11165691],[16.18702507],[0.03245292],[0.00107193],[0.5968941],0
[1084.72469136],[19.52995931],[0.02049239],[0.00042089],[0.70865318],0
[1842.81186997],[31.32989223],[0.0126489],[0.00016119],[0.67893547],0
[1609.22795051],[29.25633851],[0.011975],[0.00014392],[0.63991333],0
[1726.63442174],[29.67512838],[0.0122083],[0.00014976],[0.57306447],0
[1642.14153717],[29.43431808],[0.01179395],[0.00013959],[0.54651861],0
[2231.2085493],[34.7719957],[0.00959271],[9.20692082e-05],[0.60724174],0
[1203.89881845],[24.02125978],[0.01620442],[0.00026487],[0.46782953],0
[1704.48681981],[29.44239957],[0.01746584],[0.00030652],[0.62424527],0
[1712.40801479],[30.05180812],[0.01247777],[0.00015797],[0.59796614],0
[1669.47740685],[30.19773166],[0.0110709],[0.00012267],[0.59835083],0
[1473.84407579],[27.70119934],[0.0112997],[0.0001277],[0.70557757],0
[1788.19088003],[26.97710556],[0.0161657],[0.00026255],[0.50398143],0
[870.87203278],[17.22520856],[0.03002112],[0.00090947],[0.54681075],0
[1853.10787566],[31.6010809],[0.01063756],[0.00011325],[0.54030068],0
[1873.3857132],[32.28090727],[0.00986268],[9.73121349e-05],[0.6566481],0
[1533.08076813],[28.38004584],[0.01103559],[0.00012185],[0.69080314],0
[1688.37075747],[30.51827626],[0.01078337],[0.00011644],[0.6037611],0
[1425.22873296],[27.82437732],[0.01133063],[0.00012848],[0.63972783],0
[1685.42779182],[29.62190778],[0.01168541],[0.00013664],[0.55116927],0
[1390.91653452],[26.5884629],[0.01215484],[0.0001478],[0.6594611],0
[1555.4083525],[29.1761227],[0.01085154],[0.00011785],[0.62371876],0
[1720.56933805],[30.5545654],[0.0113566],[0.00012916],[0.55976869],0
[959.49063068],[22.06800445],[0.01585565],[0.00025616],[0.60114368],0
[1206.82677782],[22.8432223],[0.019546],[0.00038944],[0.6412294],0
[1173.61358507],[22.23051585],[0.01702596],[0.00029168],[0.49860512],0
[1077.04855405],[22.97225815],[0.01637979],[0.00027111],[0.67225376],0
[930.2123543],[18.10034493],[0.03195822],[0.00102361],[0.81714109],0
[1060.81425911],[22.9979389],[0.015655],[0.00024858],[0.69042049],0
[1042.0693958],[22.89463836],[0.01444721],[0.00021139],[0.68349146],0
[1010.61073594],[21.48280441],[0.01677605],[0.00028155],[0.73746251],0
[997.97515572],[19.01169852],[0.02478747],[0.00061571],[0.81647497],0
[1056.08922068],[22.30023558],[0.01538025],[0.00023713],[0.7200946],0
[895.69023732],[20.97203593],[0.01557673],[0.0002436],[0.73628006],0
[1009.31123438],[21.81629142],[0.0168424],[0.00028505],[0.68958033],0
[948.71486522],[21.60301148],[0.01533356],[0.00023693],[0.64207943],0
[1095.60310509],[24.07917947],[0.01363972],[0.00018684],[0.66048615],0
[904.63636335],[21.02693724],[0.01779739],[0.00031822],[0.72044308],0
[867.93121456],[19.28990452],[0.02066218],[0.00042995],[0.61894063],0
[977.33638075],[17.95172353],[0.04406836],[0.00199545],[0.72581152],0
[1626.66034391],[27.22924554],[0.01504324],[0.00022741],[0.58903462],0
[1516.76190742],[25.63631455],[0.01524686],[0.00023285],[0.61231077],0
[1505.180419],[25.76357967],[0.01570885],[0.00024835],[0.63953979],0
[1536.03089599],[26.02254551],[0.01549427],[0.00024126],[0.63399177],0
[2114.18442012],[30.5054268],[0.01559599],[0.00025094],[0.62917757],0
[1815.93199322],[27.48792511],[0.01664943],[0.0002851],[0.69158902],0
[1512.27486494],[26.19474332],[0.0146661],[0.00021967],[0.74452049],0
[1699.98293372],[26.84752629],[0.01888967],[0.00036787],[0.75630392],0
[1470.99208257],[26.00567049],[0.01511387],[0.00022917],[0.61961218],0
[1540.72443435],[26.53251944],[0.01448061],[0.00021234],[0.73583394],0
[814.8849391],[18.0086463],[0.02537705],[0.00064463],[0.6146142],0
[894.87012905],[17.49994029],[0.02740405],[0.00076367],[0.75603396],0
[1634.40410747],[27.06789567],[0.01466969],[0.00021893],[0.73289561],0
[1683.93129372],[27.57304166],[0.01651387],[0.00028237],[0.73266067],0
[1587.57955126],[26.94520401],[0.01377357],[0.00019017],[0.6139125],0
[1808.38474276],[28.02717139],[0.01514059],[0.00023129],[0.71406236],0
[1796.73276968],[27.51572226],[0.0150387],[0.00022813],[0.6976172],0
[1831.43971255],[27.96528487],[0.01589404],[0.00025705],[0.70859813],0
[1694.85867632],[27.33105358],[0.01450148],[0.00021177],[0.60618449],0
[1709.39147897],[27.15327722],[0.01720468],[0.00030197],[0.72485309],0
[1727.0500845],[27.22657788],[0.01861949],[0.00035807],[0.71837492],0
[1601.29630113],[27.04436303],[0.0140101],[0.00019738],[0.6040748],0
[959.13759044],[18.77170308],[0.03059772],[0.00094156],[0.64963687],0
[906.18470721],[18.22838926],[0.0306094],[0.00095079],[0.73607157],0
[1720.3961111],[27.0857455],[0.01839631],[0.00034538],[0.72272998],0
[1905.37462257],[31.56647997],[0.01319032],[0.00017403],[0.55923006],0
[2210.94027091],[32.87463978],[0.01335133],[0.00017869],[0.51505342],0
[1959.74537265],[31.58832023],[0.01276018],[0.00016284],[0.6012024],0
[1912.90825234],[31.01247406],[0.01322844],[0.0001751],[0.58209439],0
[1821.46525192],[30.38786821],[0.01302751],[0.00016982],[0.62321731],0
[1786.64789989],[29.92797801],[0.01326875],[0.00017629],[0.61042592],0
[2067.38188426],[32.6119679],[0.01273691],[0.00016259],[0.6162918],0
[1769.84617248],[30.43236649],[0.01252782],[0.00015703],[0.58520707],0
[1711.2586815],[28.31423079],[0.01423468],[0.00020275],[0.74256216],0
[1001.85594225],[19.94151202],[0.02159697],[0.00046689],[0.58027083],0
[805.70956054],[16.18710593],[0.04255452],[0.00182668],[0.76240823],0
[2342.99951617],[28.68009643],[0.02954446],[0.00089732],[0.51058246],0
[1664.40187287],[28.78791965],[0.01399933],[0.00019616],[0.65688552],0
[1987.48372692],[31.46740601],[0.0139228],[0.00019408],[0.56423068],0
[2032.03127126],[31.4188908],[0.01332658],[0.00017782],[0.5853284],0
[1918.91864819],[31.35687528],[0.01365573],[0.0001874],[0.60244136],0
[1983.27242498],[31.58678492],[0.01273947],[0.00016259],[0.60280287],0
[1714.12502791],[29.54467516],[0.01670821],[0.00027994],[0.52880447],0
[1752.75720018],[29.69294491],[0.01516037],[0.00023005],[0.548301],0
[1607.46064255],[28.26536908],[0.01455179],[0.00021189],[0.52768707],0
[1671.07145049],[29.19828047],[0.01287991],[0.00016591],[0.56457247],0
[1637.91761438],[28.87537705],[0.01315794],[0.00017318],[0.54454919],0
[1042.88898498],[20.53380781],[0.01922057],[0.00036994],[0.57555734],0
[871.13022869],[17.5157976],[0.04265719],[0.00184716],[0.71871863],0
[1578.6076945],[28.40644805],[0.0140676],[0.00019816],[0.5348146],0
[1781.68046696],[30.89781374],[0.0121771],[0.00014832],[0.51948384],0
[1708.06409473],[30.04370408],[0.0133564],[0.00017861],[0.50529755],0
[1958.48649655],[32.17251282],[0.01194665],[0.00014287],[0.51405076],0
[1781.89237687],[31.00854568],[0.01196834],[0.00014327],[0.47848687],0
[1628.23240423],[29.0426784],[0.01231952],[0.00015178],[0.53111554],0
[1385.79539108],[26.4229689],[0.01364234],[0.00018616],[0.54760781],0
[1695.60320765],[29.67098348],[0.01316297],[0.0001733],[0.53460973],0
[1848.03940385],[31.65135071],[0.01094362],[0.00011979],[0.57605145],0
[1623.57689107],[29.75853611],[0.01157848],[0.00013417],[0.58972379],0
[804.56659469],[15.93665826],[0.03556231],[0.00130513],[0.75973422],0
[699.12916162],[17.0611082],[0.02098721],[0.000441],[0.63608343],0
[1550.81576108],[28.33705828],[0.01219381],[0.0001488],[0.57821701],0
[1703.22724617],[29.87974908],[0.01166187],[0.00013608],[0.58286651],0
[1543.51769353],[28.37991742],[0.01211695],[0.00014688],[0.58401785],0
[1674.24816905],[25.48436134],[0.02393543],[0.00057422],[0.55647685],0
[2206.17270582],[26.97686738],[0.02418349],[0.00058627],[0.53523067],0
[1972.86576788],[26.56684757],[0.02384382],[0.00056866],[0.60238629],0
[1684.21264813],[23.68388189],[0.02403724],[0.00057792],[0.52187731],0
[2120.04377247],[27.29616149],[0.02079172],[0.00043233],[0.57345069],0
[1835.86927958],[26.15120703],[0.02041031],[0.00041674],[0.59306111],0
[2180.55844651],[28.42185134],[0.01951948],[0.00038105],[0.53620741],0
